"internal_taxon_id","Name_submitted","family","genus","species.correct","taxon.rank","life.form.reflora","habitat.reflora","vegetation.type.reflora","ordem.spp","establishment","habito","life.form","MaxHeight","GF","wsg","ecol.group","SeedMass_g","dispersal.syndrome","str.match","GL","DBH","p.est","p.ci","N","dbh.crit","p"
"sp2953","Myrcia cardiaca","Myrtaceae","Myrcia","Myrcia cardiaca","species","Arbusto","Terrícola","Campo rupestre|Cerrado (lato sensu)",2953,"native","tree","Woody tree (Tree)",NA,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2954","Myrcia carioca","Myrtaceae","Myrcia","Myrcia carioca","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2954,"native","tree","Woody tree (Tree)",6.8,"small_tree",0.6,"unknown",0.192307692307692,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2955","Myrcia carvalhoi","Myrtaceae","Myrcia","Myrcia carvalhoi","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2955,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2956","Myrcia cataphyllata","Myrtaceae","Myrcia","Myrcia cataphyllata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2956,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp2957","Myrcia caudata","Myrtaceae","Myrcia","Myrcia caudata","species","Arbusto|Árvore","Terrícola","Campinarana|Floresta Ciliar ou Galeria|Floresta de Terra Firme",2957,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2958","Myrcia cerqueiria","Myrtaceae","Myrcia","Myrcia cerqueiria","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2958,"native","shrub","Woody tree (Shrub or treelet)",4.85,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2959","Myrcia cionei","Myrtaceae","Myrcia","Myrcia cionei","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2959,"native","tree","Woody tree (Tree)",7,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2960","Myrcia clavata","Myrtaceae","Myrcia","Myrcia clavata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2960,"native","tree","Woody tree (Tree)",12,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2961","Myrcia clavija","Myrtaceae","Myrcia","Myrcia clavija","species","Arbusto","Terrícola","Floresta Estacional Semidecidual",2961,"native","tree","Woody tree (Tree)",8,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2962","Myrcia clusiifolia","Myrtaceae","Myrcia","Myrcia clusiifolia","species","Árvore","Terrícola","Campinarana|Cerrado (lato sensu)|Floresta de Terra Firme",2962,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2963","Myrcia coelosepala","Myrtaceae","Myrcia","Myrcia coelosepala","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Ombrófila (= Floresta Pluvial)",2963,"native","tree","Woody tree (Tree)",14.4,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2964","Myrcia colpodes","Myrtaceae","Myrcia","Myrcia colpodes","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2964,"native","tree","Woody tree (Tree)",15,"large_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp2965","Myrcia concisa","Myrtaceae","Myrcia","Myrcia concisa","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2965,"native","tree","Woody tree (Shrub or treelet)",6,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2966","Myrcia congestiflora","Myrtaceae","Myrcia","Myrcia congestiflora","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",2966,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp2967","Myrcia cordiformis","Myrtaceae","Myrcia","Myrcia cordiformis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2967,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2968","Myrcia cordiifolia","Myrtaceae","Myrcia","Myrcia cordiifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2968,"native","tree","Woody tree (Tree)",7,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2969","Myrcia costeira","Myrtaceae","Myrcia","Myrcia costeira","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2969,"native","tree","Woody tree (Tree)",9,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2970","Myrcia crassa","Myrtaceae","Myrcia","Myrcia crassa","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2970,"native","tree","Woody tree (Tree)",18,"large_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp2971","Myrcia crocea","Myrtaceae","Myrcia","Myrcia crocea","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2971,"native","tree","Woody tree (Tree or shrub)",11.233,"small_tree",0.563290783,"early_secondary",0.319029778861655,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",4,8,0.25
"sp2972","Myrcia cuprea","Myrtaceae","Myrcia","Myrcia cuprea","species","Arbusto|Árvore","Terrícola","Campinarana|Restinga|Savana Amazônica",2972,"native","tree","Woody tree (Tree)",12,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2973","Myrcia curta","Myrtaceae","Myrcia","Myrcia curta","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2973,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2974","Myrcia curtipendula","Myrtaceae","Myrcia","Myrcia curtipendula","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2974,"native","shrub","Woody tree (Shrub or treelet)",4,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2975","Myrcia decorticans","Myrtaceae","Myrcia","Myrcia decorticans","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2975,"native","tree","Woody tree (Tree)",10,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2976","Myrcia densa","Myrtaceae","Myrcia","Myrcia densa","species","Arbusto|Árvore","Terrícola","Campo Limpo|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Restinga",2976,"native","shrub","Woody tree (Shrub or treelet)",4.9,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2977","Myrcia diaphana","Myrtaceae","Myrcia","Myrcia diaphana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2977,"native","tree","Woody tree (Tree)",7.784,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2978","Myrcia dichrophylla","Myrtaceae","Myrcia","Myrcia dichrophylla","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2978,"native","tree","Woody tree (Tree)",19.6,"large_tree",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",NA,NA,NA
"sp2979","Myrcia dryadica","Myrtaceae","Myrcia","Myrcia dryadica","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2979,"native","tree","Woody tree (Tree or shrub)",4,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2980","Myrcia egensis","Myrtaceae","Myrcia","Myrcia egensis","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta de Várzea",2980,"native","tree","Woody tree (Tree or shrub)",5,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2981","Myrcia eriocalyx","Myrtaceae","Myrcia","Myrcia eriocalyx","species","Arbusto|Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",2981,"native","tree","Woody tree (Shrub or treelet)",11.22,"large_shrub",0.86,"climax",0.319029778861655,"zoochoric","climax_large_shrub",35,5,1,"0.90-1.025",NA,NA,NA
"sp2982","Myrcia eriopus","Myrtaceae","Myrcia","Myrcia eriopus","species","Arbusto|Subarbusto","Terrícola","Campo de Altitude|Campo rupestre|Carrasco|Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",2982,"native","tree","Woody tree (Tree or shrub)",8.62,"small_tree",0.732252024942029,"early_secondary",0.319029778861655,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp2983","Myrcia espiritosantensis","Myrtaceae","Myrcia","Myrcia espiritosantensis","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2983,"native","tree","Woody tree (Tree)",NA,"tree_unknown",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_tree_unknown",50,10,0.454,"0.4362-0.4718",NA,NA,NA
"sp2984","Myrcia eugenioides","Myrtaceae","Myrcia","Myrcia eugenioides","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2984,"native","tree","Woody tree (Tree)",12.75,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",3,NA,NA
"sp2985","Myrcia eugeniopsoides","Myrtaceae","Myrcia","Myrcia eugeniopsoides","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2985,"native","tree","Woody tree (Tree)",13,"small_tree",0.732252024942029,"climax",1,"zoochoric","climax_small_tree",65,10,0.2385,"0.1356-0.3415",81,10,0.0740740740740741
"sp2986","Myrcia eumecephylla","Myrtaceae","Myrcia","Myrcia eumecephylla","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2986,"native","tree","Woody tree (Tree or shrub)",5.8,"small_tree",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",NA,NA,NA
"sp2987","Myrcia excoriata","Myrtaceae","Myrcia","Myrcia excoriata","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2987,"native","tree","Woody tree (Tree)",18.4,"large_tree",0.732252024942029,"climax",0.319029778861655,"zoochoric","climax_large_tree",80,20,0.2588,"0.1874-0.3332",279,20,0.0931899641577061
"sp2988","Myrcia eximia","Myrtaceae","Myrcia","Myrcia eximia","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",2988,"native","tree","Woody tree (Tree or shrub)",16.7,"large_tree",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",3,15,0.666666666666667
"sp2989","Myrcia felisbertii","Myrtaceae","Myrcia","Myrcia felisbertii","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2989,"native","tree","Woody tree (Tree)",8,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2990","Myrcia fenzliana","Myrtaceae","Myrcia","Myrcia fenzliana","species","Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual",2990,"native","tree","Woody tree (Tree)",15.4,"large_tree",0.6,"pioneer",0.0555555555555556,"zoochoric","pioneer_large_tree",30,10,0.5931,"0.5224-0.6637",NA,NA,NA
"sp2991","Myrcia ferruginea","Myrtaceae","Myrcia","Myrcia ferruginea","species","Árvore","Terrícola","Floresta de Terra Firme|Floresta Ombrófila (= Floresta Pluvial)",2991,"native","tree","Woody tree (Tree)",19.2,"large_tree",0.732252024942029,"unknown",0.08197,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",2,NA,NA
"sp2992","Myrcia ferruginosa","Myrtaceae","Myrcia","Myrcia ferruginosa","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2992,"native","tree","Woody tree (Tree)",22,"large_tree",0.62279004,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",13,15,0.692307692307692
"sp2993","Myrcia flagellaris","Myrtaceae","Myrcia","Myrcia flagellaris","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",2993,"native","tree","Woody tree (Tree or shrub)",18,"large_tree",0.732252024942029,"late_secondary",1.5,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",234,15,0.0427350427350427
"sp2994","Myrcia floridissima","Myrtaceae","Myrcia","Myrcia floridissima","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2994,"native","tree","Woody tree (Tree)",6,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2995","Myrcia fusiformis","Myrtaceae","Myrcia","Myrcia fusiformis","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2995,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp2996","Myrcia gaudichaudiana","Myrtaceae","Myrcia","Myrcia gaudichaudiana","species","Arbusto|Árvore",NA,"Floresta Ombrófila (= Floresta Pluvial)",2996,"native","tree","Woody tree (Tree)",6,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2997","Myrcia gestasiana","Myrtaceae","Myrcia","Myrcia gestasiana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2997,"native","tree","Woody tree (Tree or shrub)",6,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp2998","Myrcia gigantea","Myrtaceae","Myrcia","Myrcia gigantea","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2998,"native","tree","Woody tree (Tree)",16.75,"large_tree",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_large_tree",65,15,0.3028,"0.2736-0.3321",7,15,0
"sp2999","Myrcia gilsoniana","Myrtaceae","Myrcia","Myrcia gilsoniana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",2999,"native","tree","Woody tree (Tree)",12,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3000","Myrcia glabra","Myrtaceae","Myrcia","Myrcia glabra","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",3000,"native","tree","Woody tree (Tree)",8,"small_tree",0.732252024942029,"late_secondary",0.319029778861655,"zoochoric","late_secondary_small_tree",50,9,0.4143,"0.3494-0.4792",103,9,0.786407766990291
"sp3001","Myrcia glazioviana","Myrtaceae","Myrcia","Myrcia glazioviana","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3001,"native","tree","Woody tree (Shrub or treelet)",4,"large_shrub",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_shrub",25,5,1,"0.95-1.05",NA,NA,NA
"sp3002","Myrcia glomerata","Myrtaceae","Myrcia","Myrcia glomerata","species","Árvore","Terrícola","Cerrado (lato sensu)|Floresta Ombrófila (= Floresta Pluvial)",3002,"native","tree","Woody tree (Tree)",19.8,"large_tree",0.676666666666667,"early_secondary",0.0564971751412429,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",333,12.5,0.492492492492492
"sp3003","Myrcia grammica","Myrtaceae","Myrcia","Myrcia grammica","species","Arbusto|Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3003,"native","tree","Woody tree (Tree)",6,"small_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_small_tree",45,8,0.4669,"0.4285-0.5054",NA,NA,NA
"sp3004","Myrcia grandifolia","Myrtaceae","Myrcia","Myrcia grandifolia","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)",3004,"native","tree","Woody tree (Tree)",9,"small_tree",0.732252024942029,"climax",0.319029778861655,"zoochoric","climax_small_tree",65,10,0.2385,"0.1356-0.3415",NA,NA,NA
"sp3005","Myrcia grazielae","Myrtaceae","Myrcia","Myrcia grazielae","species","Árvore","Terrícola","Floresta Ombrófila (= Floresta Pluvial)|Restinga",3005,"native","tree","Woody tree (Tree)",25,"large_tree",0.732252024942029,"unknown",0.319029778861655,"zoochoric","unknown_large_tree",60,12.5,0.416,"0.3966-0.4353",NA,NA,NA
"sp3006","Myrcia guianensis","Myrtaceae","Myrcia","Myrcia guianensis","species","Arbusto|Árvore|Subarbusto","Terrícola","Caatinga (stricto sensu)|Campinarana|Campo rupestre|Cerrado (lato sensu)|Floresta de Terra Firme|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Restinga",3006,"native","tree","Woody tree (Tree)",15.9,"large_tree",0.6325,"early_secondary",0.319029778861655,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",3,12.5,0.666666666666667
"sp3007","Myrcia hartwegiana","Myrtaceae","Myrcia","Myrcia hartwegiana","species","Árvore","Terrícola","Campo rupestre|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista|Vegetação Sobre Afloramentos Rochosos",3007,"native","tree","Woody tree (Tree or shrub)",12.02,"small_tree",0.732252024942029,"early_secondary",0.319029778861655,"zoochoric","early_secondary_small_tree",40,8,0.4661,"0.3827-0.5495",NA,NA,NA
"sp3008","Myrcia hatschbachii","Myrtaceae","Myrcia","Myrcia hatschbachii","species","Árvore","Terrícola","Floresta Estacional Semidecidual|Floresta Ombrófila (= Floresta Pluvial)|Floresta Ombrófila Mista",3008,"native","tree","Woody tree (Tree)",22,"large_tree",0.732252024942029,"early_secondary",0.319029778861655,"zoochoric","early_secondary_large_tree",50,12.5,0.4485,"0.4152-0.4817",44,12.5,0.431818181818182
