family,scientific.name,life.form,status,number of records,vouchers
Salicaceae,Laetia americana L.,tree,no records found but cited in BF.2020,31,"Beck, S.G., 5674 (MO 1723030); Blanchet, J.S., 2767 (NY 2060530, NY 885824); Bocage, A., 1122 (HUEFS 141037); Bonpland, A.J.A., s.n. (B 10127-01 0); Cabrera, I., 6171 (MO 3141440); Espinal S., 2372 (HUA 1230); Guarim Neto, G., 278 (RB 172578); Haenke, T., s.n. (MO 2221336); Humboldt, F.W.H.A., s.n. (B 13637); Jacquin, N.J., s.n. (MO 100454023); Kuhlamnn, J.G., 547 (RB 172569); Lucena, M.F.A., 1668 (UFP 56197); Mario Saldias P., 5353 (MO 1753470); Nee, M.H., 46100 (MO 1520872); Onofre, F.F., 279 (RB 584921); Paula, J.E., 1727 (NY 897324, RB 524700); Peters, C.M., 47 (MO 3141716); Santos, E.A., 1181 (CEPEC 153584); Santos, E.A., 1288 (CEPEC 153691); Silva, F.G., 91 (IBGE 79421, RB 627669); Werdermann, E., 2458 (MO 1765839)"
Salicaceae,Salix humboldtiana Willd.,tree,no records found but cited in BF.2020,254,"Bonpland, A.J.A., s.n. (B 18108-02 0); Bonpland, A.J.A., s.n. (P 129762); Bonpland, A.J.A., s.n. (P 4791890); Bonpland, A.J.A., s.n. (P 669743); Bonpland, A.J.A., s.n. (P 669744); Bonpland, A.J.A., s.n. (P 669747); Bonpland, A.J.A., s.n. (P 669748); Bonpland, A.J.A., s.n. (P 669749); Hassler, E., 7326 (BM 87343); Houstoun, W., s.n. (BM 9658)"
Santalaceae,Acanthosyris spinescens (Mart. & Eichler) Griseb.,tree,no records found but cited in BF.2020,22,"Dettke, G.A., 1252 (ICN 190567); Dettke, G.A., 174 (ICN 160967); Dettke, G.A., 182 (ICN 160975); Dettke, G.A., 301 (ICN 163889); Kinupp, V.F., 2735 (ICN 131173); Kinupp, V.F., 3201 (ICN 146762); Kinupp, V.F., 3212 (ICN 146772); Lorenzi, H., 2432 (HPL 7196); Marchiori, J.N.C., 182 (HDCF 2134); Marchiori, J.N.C., s.n. (HDCF 625); Marchiori, J.N.C., s.n. (HDCF 726); Pedersen, T.M., 11913 (MBM 57940); Rossoni, M.G., 323 (ICN 087413); Sellow F., s.n. (BR 13526016); Silva Filho, F.A., s.n. (FLOR 18308); Silva, F.A., s.n. (ICN 087893); Sobral, M., 451 (ICN 049172); Stemann, J., s.n. (ICN 051361); Wasum, R.A., 4053 (HUCS 30815); Zachia, R., 351 (ICN 093064); Zachia, R., 384 (ICN 093065); Zachia, R.A., 3258 (SMDB 7413)"
Sapindaceae,"Allophylus exappendiculatus Somner, Frazao & Ferrucci",tree,no records found but cited in BF.2020,1,NA
Sapindaceae,Cupania hirsuta Radlk.,tree,no records found but cited in BF.2020,120,"Boom, B.M., 8577 (INPA 235650); Cooper, G.P., 543-b (US 1490466); Cooper, G.P., 543b (F 71562F, NY 337798); Cowan, R.S., 38512 (NY 1138957); Ducke, A., s.n. (MG 15306); G.T.Prance, D.Philcox, W.A.Rodrigues, J.F.Ramos, 5138 (US 2570406A); Irwin, H.S., 47912 (NY 1138951); Lawrance, A.E., 713 (E 933104); Murca Pires, J., 51216 (SP 81257); Pires, J.M., 51216 (MG 028487); Pires, J.M., s.n. (MG 28487); Poncy, O., s.n. (P 208819); Prance, G.T., 4613 (INPA 20244); Rabelo, B.V., s.n. (MG 113440); Ribeiro, B.G., 1605 (MO 2992618); Ribeiro, B.G.S., s.n. (MG 51927); Rusby, H.H., 176 (MO 2991863); Sagot P.-A., 1214 (BR 5416349); Sagot, P.A. (no. ), s.n. (MSB 225053/ 701150 / 351740); Sagot, P.A., 1214 (B 5688); Sagot, P.A., 1214 (BM 884063); Sagot, P.A., 1214 (F 71577); Sagot, P.A., 1214 (F 71578); Sagot, P.A., 1214 (NY 337808); Sagot, P.A., s.n. (UM 10923); Schomburgk, M.R., s.n. (P 481845); Schomburgk, R.H., 877 (BM 884112, BM 884113, F 71573F); Schomburgk, R.H., s.n. (G 98147/1); Schomburgk, R.H., s.n. (G 98147/2); Spruce, R., s.n. (BM 884084)"
Sapindaceae,Diatenopteryx grazielae Vaz & Andreata,tree,probable occurrence in the AF,14,"Brazao, J.E.M., 193 (CEPEC 71666, HRB 397, RB 543959, RB 560276); Furlan, A., s.n. (NY 687623); Guedes, M.L., 8170 (CEPEC 89058, HUEFS 55324, HUNEB 4755); Gulietti, A.M., 1599 (MBM 268870); Hatschbach, G., 65921 (CEPEC 77085, MBM 204746, MO 100675743, NY 687624, SP 329291, SPF 132522); Hatschbach, G., 65924 (FLOR 28838, MA 1-00655864, MBM 204747, MO 2993641); Macedo, G.E.L., 2469 (HUESB 11059, SPF 225549); Mattos-Silva, L.A., 289 (CEPEC 15682, NY 687622, SPF 188048); Mori, S.A., 12213 (CEPEC 17323, NY 687621, RB 383799, US 2854352); Ramalho, F.B., 86 (HST 3940, IPA 75588); Silva, S.S., 668 (RB 1360421); Sousa-Silva, S., 668 (HUEFS 231449); Souza, D.S., 2 (HUEFS 132747); Urdampilleta, J.D., 407 (UEC 153282)"
Sapindaceae,Matayba leucodictya Radlk.,tree,no records found but cited in BF.2020,2,"Glaziou, A.F.M., 13621 (B 5700); Zurlo, M.A., s.n. (OUPR 5345)"
Sapindaceae,Matayba paucijuga Radlk.,tree,no records found but cited in BF.2020,1,"Widgren, J.F., s.n. (MSB 225130/ 704187 / 354221)"
Sapindaceae,Matayba punctata (Cambess.) Radlk.,tree,probable occurrence in the AF,11,"Duarte, A.P., 8939 (ESA 106502, RB 384250); Ferrucci, M.S., 2853 (SPF 216250); Guedes, M.L., 14312 (ALCB 82286); Harley, R.M., 25473 (ESA 107544, MO 3418437, NY 995392, SPF 80487); Mello-Silva, R., CFCR8716 (SPF 40353); Mello-Silva, R., s.n. (ESA 107545); Saint-Hilaire, A., s.n. (G 104466/1); Saint-Hilaire, A., s.n. (G 7889); Saint-Hilaire, A., s.n. (UM 10927); Saint-Hilaire, A.F.C.P., s.n. (B 5703); Tsuji, R., 2197 (HPL 9923)"
Sapindaceae,Toulicia crassifolia Radlk.,tree,probable occurrence in the AF,29,"Amorim, A.M., 589 (CEPEC 55411, HUEFS 16177, MO 3014090, NY 514681, US 3267630); Carvalho, A.M.V., 4013 (CEPEC 55269, NY 887300); Cavalcanti, T.B., 2835 (CEN 56563); Cavalcanti, T.B., 766 (CEN 23251, HUEFS 24219, SP 292744); Fagg, C.W., 2040 (IBGE 78340, RB 1139945); Forzza, R.C., 1555 (NY 1039418, SPF 143349); Gardner, G., 3802 (BM 629525); Guedes, M.L., 11013 (ALCB 63595); Jardim, J.G., 908 (CEPEC 71161); M.J.Jansen-Jacobs, B.Welle, H.J.M.Sipman, 2628 (US 3300173); M.J.Jansen-Jacobs, C.Feuillet, P.H.Hiepko, L.E.Skog, 459 (US 3065328); Maguire, B., 56122 (NY 996114); Martius, C.F.P., s.n. (MSB 224658/ 700755 / 351345); Martius, C.F.P., s.n. (MSB 224659/ 700756 / 351346); Mendonca, R.C., 1577 (IBGE 25894, SP 238660, US 3186167); Mendonca, R.C., 2363 (IBGE 35784, US 3323536); Nogueira Silva, P.E., 167 (IBGE 26663, MO 3019518); Nogueira Silva, P.E., 71 (IBGE 26719); Nogueira, 71 (MO 3019391); Pinto, G.C.P., 41 (HRB 28297, IBGE 31886); Pires, J.M., 14333 (MG 045893); Pires, J.M., s.n. (MG 45893); Queiroz, L.P, 11010 (HUEFS 101151); Queiroz, L.P., 4102 (CEPEC 67975, HUEFS 18531, MBM 186172); Scariot, A.O., 663 (CEN 53116); Anonymous, s.n. (MSB 224656/ 700753 / 351343); Anonymous, s.n. (MSB 224657/ 700754 / 351344); Simon, M.F., 3510 (CEN 108931, HUEFS 251677, HUTO 7579, RB 1409409); Souza, V.C., 40960 (ESA 140100)"
Sapindaceae,Toulicia stans (Schott) Radlk.,tree,no records found but cited in BF.2020,2,"Pohl, 722 (B 5669); Pohl, J.B.E., s.n. (MSB 224652/ 700749 / 351339)"
Sapotaceae,Chrysophyllum arenarium Allemao,tree,probable occurrence in the AF,64,"Amorim, A.M., 2157 (NY 469073); Andrade-Lima, 1085 (MG 068991); Duarte, A.P., 1475 (MG 070911, RB 371818, RB 64312); Jangoux, J., 930 (MG 074140, NY 859447, UEC 42700); Lisboa, P.L.B., 1348 (MG 071485, MO 3361290); Sucre, D., 9355 (RB 161644)"
Schoepfiaceae,Schoepfia brasiliensis A.DC.,tree,no records found but cited in BF.2020,160,"Blanchet J.S., 2593 (BR 5785025); Blanchet J.S., 2593 (BR 5785353); Blanchet J.S., 2593 (BR 5786916); Blanchet, 3360 (K 581354); Blanchet, J.S. (no. ), s.n. (GOET 8334/ 759140 / 402548); Blanchet, J.S., 2593 (BM 839848); Blanchet, J.S., 2593 (F 66262); Blanchet, J.S., 2593 (MO 3180362); Blanchet, J.S., 2593 (NY 285508); Blanchet, J.S., 3360 (B 100248838); Blanchet, J.S., 3360 (BM 522070); Blanchet, J.S., 3360 (F 66260); Blanchet, J.S., 3360 (MO 1793724); Blanchet, J.S., s.n. (P 1903356); Blanchet, J.S., s.n. (P 1903357); Blanchet, J.S., s.n. (P 1903358); Blanchet, J.S., s.n. (P 1903359); Blanchet, s.n. (GOET 3742); Freire-Allemao, F., 172 (R 56425, R 56425A, R 56425B); Freire-Allemao, F., 173 (R 56440, R 56440A, R 56440B); Freire-Allemao, F., 174 (R 56441, R 56441A); Freire-Allemao, F., 175 (R 56438); Gehrt, A., s.n. (SPF 83085); Glaziou, A.F.M., s.n. (MG 019834); Lund, P.W., s.n. (MO 3180367); Oliveira, M.R.L., s.n. (EAC 20984); Pereira, E., s.n. (NY 841325); Pereira, R., s.n. (IPA 68606); Salzmann, s.n. (BM 839847); Salzmann, s.n. (BM 839849)"
Solanaceae,Cestrum martii Sendtn.,shrub,probable occurrence in the AF,22,"Campos Porto, P., 2447 (RB 29762); Ferrucci, M.S., 1012 (CEPEC 71585); Hatschbach, G.G., 46392 (MO 2927753); Hatschbach, G.G., 50436 (MO 2927646); Jardim, J.G., 3450 (CEPEC 90462, HUEFS 62358, JPB 33614, NY 810652, RB 389457, SPF 164305); Magalhaes, M., 4653 (RB 88674); Martius, C.F.P(no. Obs. ), s.n. (MSB 172034/ 540237 / 222851); Martius, C.F.P., s.n. (M -172034); Martius, C.F.P., s.n. (M -172035); Martius, C.F.P., s.n. (M -172036); Martius, C.F.P., s.n. (MSB 172035/ 540238 / 222852); Martius, C.F.P., s.n. (MSB 172036/ 540239 / 222853); Mori, S.A., 12252 (CEPEC 17687, MO 2927946, US 2856985); Mori, S.A., s.n. (RB 439003); Pinto, G.C.P., 60-86 (IBGE 31869); Pinto, G.C.P., 60 (CEPEC 39772, HCDAL 20638, HCDAL 257, HRB 20638, IPA 41577, MO 2927542, RB 274441); Pinto, G.C.P., 60/86 (ALCB 24779, BAH 8438, MG 118962); Pinto, G.C.P., 6086 (HUEFS 6586); Pinto, G.C.P., s.n. (NY 626958); Saint-Hilaire, A., 1840 (P 444730); Saint-Hilaire, A., 1846-bis (P 444728); Saint-Hilaire, A., 1846-bis (P 444729)"
Solanaceae,Solanum distichophyllum Sendtn.,shrub?,probable occurrence in the AF,166,"Martius, C.F.P(no. Obs. ), s.n. (MSB 171897/ 540106 / 222720); Martius, C.F.P., s.n. (M -171898); Martius, C.F.P., s.n. (MSB 171898/ 540107 / 222721); Poeppig, E.F., 2613 (B 2815); Poeppig, E.F., 2613 (BM 778191); Poeppig, E.F., 2613 (F 73264); Poeppig, E.F., 2613 (F 73265); Poeppig, E.F., s.n. (P 325911); Poeppig, E.F., s.n. (P 325912)"
Solanaceae,Solanum remyanum Phil.,tree?,probable occurrence in the AF,14,"Dalgallo, M., 043 (IRAI 6111); Dillon, M.O., 5094 (F 81812F); Dillon, M.O., 5266 (NY 726791); Dillon, M.O., 5358 (F 81813F); Dillon, M.O., 5438 (NY 726790); Dillon, M.O., 5477 (F 81814F); Geisse, W., 32 (NY 01101361); Henz, E., s.n. (PACA 35360); Landrum, L.R., 7473 (F 81815F); Mahu, M., 9772 (MA 1-00696814); Morong, T., 1132 (NY 726792); Rambo, B., s.n. (PACA 51797); Teillier, S.A., 902 (NY 01101362); Zollner, O., 10053 (MO 2968727)"
Solanaceae,Solanum splendens (Dunal) Bohs,tree,probable occurrence in the AF,521,"Bohs, L., 1644 (COL 350598); Bruijn, J., 1439 (MA 1-00534211); Cascante, A., s.n. (CICY 36878); Daniel, H., 3868 (COL 26946, COL 26947); Donnell Smith, J. (no. in Donn.Sm., Pl. Guatem. ), s.n. (MSB 172088/ 540291 / 222905); Donnell Smith, J., 6670 (K 585799); H. Hernandez G., s.n. (TEX 00226763); Hammel, B., s.n. (INB 2919277); Hartweg, K.T., 1297 (BM 778019); Hartweg, s.n. (LD 1082372); Holton, I.F., s.n. (G 246176/1); Holton, I.F., s.n. (G 246176/2); Holton, I.F., s.n. (G 246176/3); Lehmann, F.C., 6988 (B 2931); Lehmann, F.C., 6988 (F 72832); Lehmann, F.C., 6988 (K 585822); Nee, M., s.n. (CORD 103784); Nee, M., s.n. (CORD 103785); Pavon y Jimenez, J.A., s.n. (G 246168/1); Pavon, J.A., s.n. (F 72845); Pittier, H.F., 512 (US 1059964, US 530694); Pittier, H.F., 914 (US 1059967); Pittier, H.F., 914 (US 531106); Rivera, G., s.n. (INB 2927460); Anonymous, s.n. (EAN 735); Smith, D., 6670 (BM 611934, NY 138669, US 1325000, US 1335001, US 1335003, US 355216, US 355217); Smith, J.D., s.n. (G 246187/1); Spruce, R., 6198 (K 201982); Standley, P.C., 54720 (F 72823); Standley, P.C., 54720 (MO 470551, US 1408431)"
Stemonuraceae,Discophora guianensis Miers,tree,no records found but cited in BF.2020,324,"Aguilar, R., s.n. (CICY 61147); Aguilar, R., s.n. (INB 1583731); Anderson, W.R., s.n. (R 183675); Berg, C.C., s.n. (NY 1031477); Cooper, G.P., s.n. (CICY 59986); Cooper, G.P., s.n. (G 261150/1); Froes, 22846 (HAS 87496, SP 55779); Hammel, B., s.n. (INB 2919369); Herrera, G., s.n. (INB 2922249); Jaramillo, N., s.n. (CICY 62285); Jardim, J.G., s.n. (CICY 62363); Lobo, M., s.n. (INB 2851628); Loureiro, A., s.n. (MBM 78502); Martii Herbar. Florae Brasil., 1276 (NY 337628); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 212128/ 625764 / 283424); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 212129/ 625765 / 283425); Martius, C.F.P(no. Herb. Fl. Bras. ), s.n. (MSB 212130/ 625766 / 283426); Martius, C.F.P(no. Obs. ), s.n. (MSB 212131/ 625767 / 283427); Martius, K.F.P., 1276 (BM 839725); Riedel, L., 793 (NY 626123); Rodrigues, J.S., 148 (SP 68682, UB 1690); Rojas, R., s.n. (CICY 62291); Schultes, R., s.n. (CICY 59989); Schultes, R., s.n. (CICY 59990); Schultes, R.E., 17212 (US 2171845); Vasquez, R., s.n. (CICY 62287); Vasquez, R., s.n. (CICY 62289); Vasquez, R., s.n. (CICY 62290); Zuniga, A.A., s.n. (INB 1527563); Zuniga, A.A., s.n. (INB 1527565)"
Styracaceae,Styrax chrysocalyx P.W.Fritsch,tree,no records found but cited in BF.2020,1,NA
Styracaceae,Styrax pauciflorus A.DC.,tree,probable occurrence in the AF,3,"Blanchet, J.S., 1719 (G 142291); Blanchet, J.S., s.n. (G 133475/1); Scariot, A.O., 499 (IBGE 25612)"
Symplocaceae,Symplocos angulata Brand,tree,no records found but cited in BF.2020,5,"Glaziou A., 15189 (BR 5422562); Glaziou, A., s.n. (P 648463); Glaziou, A., s.n. (P 648464); Glaziou, A., s.n. (P 648465); Glaziou, A.F.M., 15189 (B 4334)"
Symplocaceae,Symplocos inopinata Aranha,tree,no records found but cited in BF.2020,1,NA
Turneraceae,Turnera weddelliana Urb. & Rolfe,shrub?,probable occurrence in the AF,113,"Balansa, B., 2338 (K 372900); Balansa, B., 2338 (K 9372900); Balansa, B., s.n. (G 40783/2); Balansa, B., s.n. (G 40783/5); Balansa, B., s.n. (P 715602); Balansa, B., s.n. (P 715603); Balansa, B., s.n. (P 715604); Lobb, 292 (K 373208); Pearce, s.n. (K 543808); Weberbauer, A., 7952 (F 43407)"
Urticaceae,Boehmeria ramiflora Jacq.,tree,no records found but cited in BF.2020,94,"Eggers, H.F.A., s.n. (B 100367264); Eggers, H.F.A., s.n. (G 245830/1); Eggers, H.F.A., s.n. (G 245830/2); Funck, H.C., 430 (BM 993391); Funck, N., 430 (F 74109); Funck, N., s.n. (G 245843/1)"
Urticaceae,Myriocarpa cordifolia Liebm.,tree,no records found but cited in BF.2020,28,"Breedlove, D.E., 23099 (MO 100357162); Eggers, s.n. (P 6875489); Erick Bello C., 709 (MO 718906); Garwood, N.C., 392 (MO 719036); Grayum, M.H., 5309 (MO 718921); Haber, W., s.n. (CR 201589); Haber, W.A., 9805 (MO 718497); Hammel, B., s.n. (INB 4462109); Hammel, B., s.n. (INB 4462110); Hammel, B., s.n. (INB 4462111); Hinton, B., s.n. (TEX 00112422); Hinton, G.B., 4329 (MO 2110085); J.A. Machuca N., s.n. (XAL 26075); Liebmann, F.M., 14226 (F 93081F, MO 100455099, US 1482913); Maas, P.J.M., 7949 (BM 9261, MO 719149); Matuda, E., s.n. (TEX 00112424); Monro, A.K., 4630 (BM monro2005 - 6); Monro, A.K., s.n. (INB 4145356); Navarro, E., s.n. (CR 218529); Nee, M.H., 22593 (MO 2110327, NY 441311); Pringle, C.G., 3024 (NY 284358); Purpus, C.A., 7040 (MO 1960871); Rzedowski, J., s.n. (IEB 119107); S.H.Salas M., s.n. (IEB 205028); Skutch, A.F., 3521 (MO 1960748); Triana, J., s.n. (P 6814680); Utley, J.F., 626 (MO 100352690); Wilbur, R.L., 24466 (MO 101163065)"
Urticaceae,Pourouma cecropiifolia Mart.,tree,no records found but cited in BF.2020,199,"Karsten, C.H.G.W. (no. s.n.), s.n. (GOET 7930/ 758421 / 401829); Karsten, H., s.n. (F 53667); Karsten, s.n. (GOET 3623); Martius, C.F.P., s.n. (G 290508/1); Martius, C.F.P., s.n. (G 438422); Rusby, H.H., 1599 (F 53678F, MO 1392107, NY 284276, US 1185737); Rusby, H.H., 1599 (K 512483); Rusby, H.H., s.n. (B 100248461)"
Verbenaceae,Citharexylum montevidense (Spreng.) Moldenke,tree,no records found but cited in BF.2020,36,"Bertoni, 2654 (IAC 10770); Cabrera, A.L., 1916 (NY 564171); Faustino, T.C., 51 (HUEFS 69954, JPB 36296); Hahn, W., 2113 (MBM 112746, US 3075980, USF 190908); Klein, R.M., 6356 (FLOR 16148, MBM 139927); Sello, F., s.n. (HBG 513414); Sellow, F., 1479 (B 17591); Sellow, F., s.n. (BM 992753); Sellow, F., s.n. (F 74302); Sellow, F., s.n. (F 74303); Sellow, F., s.n. (NY 137246); Sellow, F., s.n. (P 689432); Sobral, M., 2528 (BOTU 11808, MBM 91792, UEC 36083); Troncoso, N.S., 1269 (MO 2889008); Verdi, M., 5922 (FURB 34959)"
Verbenaceae,Stachytarpheta coccinea Schauer,shrub,probable occurrence in the AF,74,"Blanchet J.S., 3885 (BR 5504701); Blanchet, J.S., 3885 (BM 885109); Blanchet, J.S., 3885 (F 74450F, MO 100224273); Blanchet, J.S., 3885 (G 366625); Blanchet, J.S., 3885 (NY 138067); Blanchet, J.S., s.n. (G 256428/1); Delgado Junior, G.C., 192 (JPB 45897); Gardner, 2434 (BM 885113, IPA 64064, IPA 64074); Gardner, G., 2434 (MO 100224296); Glaziou, 11325 (K 944090); Hatschbach, G., 31954 (MBM 24320); Klug, G., 2434 (HUEFS 42254, HUEFS 42255); Miranda, A.M., 1870 (EAC 53837, HST 8258, HUEFS 65713); Miranda, A.M., 2468 (HST 7437, HUEFS 38123); Oliveira, L.B., 33 (HST 6986, HUEFS 38125, IPA 63594); Oliveira, O.F., 1121 (ASE 31262, MOSS 2814); Oliveira, O.F., 409 (MOSS 3248); Paula, J.S., 459 (CESJ 35976); W. Anderson, M. Stieber, 36961 (NY 573664, US 2709822); Wied M., s.n. (BR 8026330)"
Violaceae,Rinorea maximiliani (Eichler) Kuntze,tree,no records found but cited in BF.2020,2,"Kallunki, J.A., 695 (NY 227609); Sucre, D., 5685 (RB 450239)"
Vochysiaceae,Callisthene hassleri Briq.,tree,probable occurrence in the AF,38,"Babosa, E., 63462 (K 1076673); Barbosa, T.D.M., 1549 (UEC 175392); Caballero, I.G.V., 3478 (NY 813691); Gutierrez, E., 963 (MO 937411); Hassler, E., 10638 (BM 87172); Hassler, E., 10638 (MO 2517053, RB 94292, US 2055438); Hassler, E., s.n. (G 40408/3); Hassler, E., s.n. (G 40408/8); Hassler, E., s.n. (G 40408/9); Hassler, E., s.n. (P 733712); Irwin, H.S., 17744 (MO 2902856, US 2861864); Irwin, H.S., 28181 (MO 2902795, NY 922842, US 2861865); Rocha, G.I., 8 (RB 332213, SP 215208, UB 2496, UFG 12132); Rojas, T., 10638 (NY 952); Rojas, T., s.n. (UM 14263)"
Vochysiaceae,"Qualea insignis G.H. Shimizu, D.J.P. Gonc., F. Franca & K. Yamam.",tree,probable occurrence in the AF,6,"Barros, R., 2731 (HUEFS 135807); Barros, R., 3023 (HUEFS 135809); Farias, R.R., 1 (UFP 75910); Queiroz, L.P, 10127 (HUEFS 93123); Queiroz, L.P, 14770 (HUEFS 161824); Santos, R.M., 1481 (HUEFS 122418)"
Vochysiaceae,Ruizterania wittrockii (Malme) Marc.-Berti,tree,probable occurrence in the AF,61,"Antoniazzi, S.A., s.n. (MBM 398653); Antoniazzi, S.A., s.n. (MBM 404531); Ducke, A., 11425 (G 342622, US 1040529); Ducke, A., 14869 (G 342623, US 1040599); Ducke, A., 15669 (G 342624); Ducke, A., 8001 (G 342621, US 1040387); Ducke, A., s.n. (G 242847/1); Ducke, A., s.n. (G 242848/2); Ducke, A., s.n. (G 242850/1); Ducke, A., s.n. (G 242851/1); Ducke, A., s.n. (P 733727); Ducke, A., s.n. (P 733796); Ducke, W.A., 14869 (BM 566656); Ducke, W.A., 14869 (R 72643); Malme, G.O., II-2248 (US 1473794); Malme, G.O.A., 2248 (BM 566655); Malme, G.O.A., 2248 (F 74829); Malme, G.O.A., 2248 (G 342625, S 10227, S 8-15943, S 8-15944, S 8-15945); Malme, G.O.A., s.n. (G 242852/1); Malme, G.O.A., s.n. (LD 1213336); Malme, G.O.A., s.n. (LD 1213396); Malme, G.O.A., s.n. (UPS 588303); Malme, G.O.A., s.n. (UPS 588304); Ramos, J., 6399 (K 1108030); Sardelli, L.F., s.n. (MBM 404533); Sardelli, L.F., s.n. (MBM 406037); Silveira, J.E., s.n. (UEC 166274); Zanin, M.A.S., s.n. (MBM 406039); Zanin, M.A.S., s.n. (MBM 406040); Zanin, M.A.S., s.n. (MBM 406041)"
Vochysiaceae,Vochysia dardanoi M.C.Vianna & Fontella,tree,no records found but cited in BF.2020,9,"Cervi, A.C., R.Spichiger, P.-A.Loizeau, 7396 (G 172218); Cervi, A.C., R.Spichiger, P.-A.Loizeau, 7397 (G 172219); Cervi, A.C., R.Spichiger, P.-A.Loizeau, 7399 (G 172221); Cervi, A.C., R.Spichiger, P.-A.Loizeau, 7402 (G 172222); Ferraz, E.M.N., 832 (CEPEC 84287, HUEFS 46417); Lima, D.A., 66-4883 (RB 672391); Lima, D.A., s.n. (RB 672387); Nascimento, L.M., 198 (HUEFS 46407); Nascimento, L.M., 198 (HUEFS 46407, HUEFS 57168, RB 459248)"
Vochysiaceae,Vochysia divergens Pohl,tree,probable occurrence in the AF,81,"Ackerly, D., 1243 (K 1108208); Amaral, D.L., 116 (HRB 12433, RB 199300); Conceicao, G.M., 345 (HUEFS 35616, UEC 153887); Gentry, A.H., 69483 (MO 134785); Harley, R.M., 21841 (CEPEC 28071, E 114606, IPA 32559, NY 371896, UEC 35577, US 3007103); Hopkins, M.J.G., 1821 (UEC 183286); Killeen, T.J., 7588 (MO 967839); Macedo, A., 2380 (MO 2908171); Maguire, B., 56877 (MO 2905427, NY 941263); Melo, J.A.M., 94 (HERBAM 11965, NX 11965, UEC 198019); Nee, M.H., 41763 (MO 1523250, NY 371895); Oliveira Filho, A.T., 43 (UEC 34856, UFMT 10762); Pereira-Silva, G., 15335 (CEN 77399); Pires, J.M., 1581 (IAC 12694); Pires, J.M., 57905 (NY 1585307); Pohl J.B.E., s.n. (BR 5529360); Pohl J.B.E., s.n. (BR 5529698); Pohl J.B.E., s.n. (BR 5529933); Pohl, J.B.E. (no. ), s.n. (MSB 239502/ 700469 / 351118); Pohl, J.B.E. (no. ), s.n. (MSB 239503/ 700470 / 351119); Pohl, J.B.E., 2254 (F 74849); Prance, G.T., 26172 (CEN 3290, NY 941262); Quinet, A., 2201 (COR 16427, RB 455238); Rizzo, J.A., 9931 (NY 941250); Santos, E.R., 1475 (HUTO 1008, UEC 185835); Teixeira, L.O.A., 915 (INPA 104651, K 1108213, MO 2907057, NY 371898, US 3327377); Thomas, W.W., 4931 (INPA 151364, K 1108210, NY 2027156, US 3259827)"
Vochysiaceae,Vochysia elegans Stafleu,tree,probable occurrence in the AF,6,"Acero, E., 959 (INPA 85894); Daly, D.C., 4193 (INPA 216878, K 1108585, MG 189772, MO 2909221, NY 2027036, NY 2027038, US 3221523); Ducke, A., s.n. (RB 34656); Farney, C., 1835 (K 1108587, MG 169734, MO 2904751, NY 2027039, US 3444331); Mori, S.A., 13141 (MO 2904790, NY 371910); Stevensen, 1013 (MO 2904604)"
Zygophyllaceae,Bulnesia sarmientoi Lorentz ex Griseb.,shrub,probable occurrence in the AF,4,"Fortunato, R.H., s.n. (SI 117644); Fortunato, R.H., s.n. (SI 117770); Pedersen, T.M., s.n. (CORD 143274); Pott, A., 4061 (CPAP 4739)"
