"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2264"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2264"
"2.1","Savanna - Dry","","Resident","Suitable","sp2264"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2264"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2265"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2265"
"2.1","Savanna - Dry","","Resident","Suitable","sp2265"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2265"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2266"
"2.1","Savanna - Dry","","Resident","Suitable","sp2266"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2266"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2267"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2268"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2269"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2270"
"2.1","Savanna - Dry","","Resident","Suitable","sp2271"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2271"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2272"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2273"
"2.1","Savanna - Dry","","Resident","Suitable","sp2273"
"2.1","Savanna - Dry","","Resident","Suitable","sp2274"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2274"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2274"
"2.1","Savanna - Dry","","Resident","Suitable","sp2275"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2275"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2276"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2277"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2277"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2278"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2279"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2280"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2280"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2281"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2282"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2283"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2284"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2285"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2286"
"2.1","Savanna - Dry","","Resident","Suitable","sp2286"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2287"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2288"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2288"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2289"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2290"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2291"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2292"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2293"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2294"
"2.1","Savanna - Dry","","Resident","Suitable","sp2295"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2295"
"2.1","Savanna - Dry","","Resident","Suitable","sp2296"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2296"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2297"
"3.5","Shrubland – Subtropical/tropical dry","Yes","Resident","Suitable","sp2298"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2299"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2300"
"2.1","Savanna - Dry","","Resident","Suitable","sp2301"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2301"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2302"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2303"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2303"
"2.1","Savanna - Dry","","Resident","Suitable","sp2303"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2304"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2305"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2306"
"1.8","Forest – Subtropical/tropical swamp","Yes","Resident","Suitable","sp2307"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2308"
"2.1","Savanna - Dry","","Resident","Suitable","sp2308"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2309"
"2.1","Savanna - Dry","","Resident","Suitable","sp2309"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2310"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2311"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2312"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2312"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2313"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2314"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2315"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2316"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2317"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2318"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2319"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2320"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2320"
"2.1","Savanna - Dry","","Resident","Suitable","sp2320"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2321"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2322"
"2.1","Savanna - Dry","","Resident","Suitable","sp2322"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2323"
"1.7","Forest – Subtropical/tropical mangrove vegetation above high tide level","","Resident","Suitable","sp2324"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2324"
"4.7","Grassland – Subtropical/tropical high altitude","Yes","Resident","Suitable","sp2325"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2326"
"4.7","Grassland – Subtropical/tropical high altitude","Yes","Resident","Suitable","sp2327"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2328"
"2.1","Savanna - Dry","","Resident","Suitable","sp2328"
"4.7","Grassland – Subtropical/tropical high altitude","Yes","Resident","Suitable","sp2329"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2330"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2330"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2330"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2331"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2331"
"2.1","Savanna - Dry","","Resident","Suitable","sp2331"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2331"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2331"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2331"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","Yes","Resident","Suitable","sp2332"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2333"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2334"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2334"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2335"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2336"
"2.1","Savanna - Dry","","Resident","Suitable","sp2336"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2336"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2337"
"2.1","Savanna - Dry","","Resident","Suitable","sp2337"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2337"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2338"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2338"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2339"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2339"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2340"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2341"
"2.1","Savanna - Dry","","Resident","Suitable","sp2341"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2342"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2343"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2344"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2345"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2346"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2347"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2348"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2349"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2350"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2350"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2351"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2352"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2353"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2354"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2355"
"2.1","Savanna - Dry","","Resident","Suitable","sp2355"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2355"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2355"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2356"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2356"
"2.2","Savanna - Moist","","Resident","Suitable","sp2356"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2357"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2358"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2359"
"2.1","Savanna - Dry","","Resident","Suitable","sp2360"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2360"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2361"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2361"
"2.1","Savanna - Dry","","Resident","Suitable","sp2361"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2362"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2362"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2362"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2363"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2363"
"2.1","Savanna - Dry","","Resident","Suitable","sp2363"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2363"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2363"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2364"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2364"
"2.1","Savanna - Dry","","Resident","Suitable","sp2364"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2365"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2365"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2366"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2366"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2367"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2368"
"2.1","Savanna - Dry","","Resident","Suitable","sp2368"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2368"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2369"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2370"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2370"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2371"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2372"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2373"
"1.9","Forest – Subtropical/tropical moist montane","","Resident","Suitable","sp2373"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2373"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2374"
"2.1","Savanna - Dry","","Resident","Suitable","sp2374"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2375"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2376"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2377"
"1.8","Forest – Subtropical/tropical swamp","","Resident","Suitable","sp2377"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2378"
"1.6","Forest – Subtropical/tropical moist lowland","Yes","Resident","Suitable","sp2379"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2380"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2380"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2381"
"14","Artificial - Terrestrial","No","Resident","Marginal","sp2381"
"1.6","Forest – Subtropical/tropical moist lowland","","Resident","Suitable","sp2382"
"2.1","Savanna - Dry","","Resident","Suitable","sp2382"
"1.5","Forest – Subtropical/tropical dry","","Resident","Suitable","sp2383"
"2.1","Savanna - Dry","","Resident","Suitable","sp2383"
"3.5","Shrubland – Subtropical/tropical dry","","Resident","Suitable","sp2383"
"6","Rocky Areas (e.g., inland cliffs, mountain peaks)","","Resident","Suitable","sp2383"
"2.1","Savanna - Dry","Yes","Resident","Suitable","sp2384"
"2.1","Savanna - Dry","","Resident","Suitable","sp2385"
"4.7","Grassland – Subtropical/tropical high altitude","No","Resident","Marginal","sp2385"
