"Threats.ThreatsSubfield.StressesSubfield.stress","Threats.ThreatsSubfield.StressesSubfield.stressdesc","Threats.ThreatsSubfield.ThreatsLookup","Threats.ThreatsSubfield.ThreatsName","Threats.ThreatsSubfield.ancestry","Threats.ThreatsSubfield.ias","Threats.ThreatsSubfield.internationalTrade","Threats.ThreatsSubfield.scope","Threats.ThreatsSubfield.severity","Threats.ThreatsSubfield.text","Threats.ThreatsSubfield.timing","Threats.ThreatsSubfield.virus","internal_taxon_id"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1791"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1792"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1792"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1792"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1792"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1792"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1793"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1793"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1793"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1793"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1793"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1794"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1794"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1794"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1794"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1794"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1795"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1795"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1795"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1795"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1795"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1796"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1796"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1796"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1796"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1796"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1797"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1797"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1797"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1797"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1797"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1798"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1798"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1798"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1798"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1798"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1799"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1799"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1799"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1799"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1799"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1800"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1800"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1800"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1800"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1800"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1801"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1801"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1801"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1801"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1801"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1802"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1802"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1802"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1802"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1802"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1803"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1803"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1803"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1803"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1803"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1804"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1804"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1804"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1804"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1804"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1805"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1805"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1805"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1805"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1805"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1806"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1806"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1806"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1806"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1806"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1807"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1807"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1807"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1807"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1807"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1808"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1808"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1808"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1808"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1808"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1809"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1809"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1809"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1809"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1809"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1810"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1810"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1810"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1810"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1810"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1811"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1811"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1811"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1811"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1811"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1812"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1812"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1812"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1812"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1812"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1813"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1813"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1813"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1813"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1813"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1814"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1814"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1814"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1814"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1814"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1815"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1815"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1815"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1815"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1815"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1816"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1816"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1816"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1816"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1816"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1817"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1817"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1817"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1817"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1817"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1818"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1818"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1818"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1818"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1818"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1819"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1819"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1819"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1819"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1819"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1820"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1820"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1820"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1820"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1820"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1821"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1821"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1821"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1821"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1821"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1822"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1822"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1822"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1822"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1822"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1823"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1823"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1823"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1823"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1823"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1824"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1824"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1824"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1824"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1824"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1825"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1825"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1825"
"1.1|1.2|2.1|2.2|2.3",NA,"2.3.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1825"
"1.1|1.2",NA,"3.2",NA,NA,NA,NA,"Minority (<50%)","Causing/Could cause fluctuations",NA,"Ongoing",NA,"sp1825"
"1.1|1.3|2.1|2.2",NA,"1.1",NA,NA,NA,NA,"Majority (50-90%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1826"
"1.1|1.3|2.1|2.2",NA,"1.2",NA,NA,NA,NA,"Minority (<50%)","Slow, Significant Declines",NA,"Ongoing",NA,"sp1826"
"1.1|1.2|2.1|2.2|2.3",NA,"2.1.4",NA,NA,NA,NA,"Majority (50-90%)","Rapid Declines",NA,"Ongoing",NA,"sp1826"
