"GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsLookup","GeneralHabitats.GeneralHabitatsSubfield.GeneralHabitatsName","GeneralHabitats.GeneralHabitatsSubfield.majorImportance","GeneralHabitats.GeneralHabitatsSubfield.season","GeneralHabitats.GeneralHabitatsSubfield.suitability","internal_taxon_id"
1.6,NA,NA,"resident","Suitable","sp3196"
1.6,NA,NA,"resident","Suitable","sp3197"
2.1,NA,NA,"resident","Suitable","sp3198"
NA,NA,NA,"resident","Suitable","sp3198"
2.1,NA,NA,"resident","Suitable","sp3199"
NA,NA,NA,"resident","Suitable","sp3199"
1.6,NA,NA,"resident","Suitable","sp3200"
1.6,NA,NA,"resident","Suitable","sp3201"
2.1,NA,NA,"resident","Suitable","sp3202"
2.1,NA,NA,"resident","Suitable","sp3203"
4.7,NA,NA,"resident","Suitable","sp3203"
4.7,NA,NA,"resident","Suitable","sp3204"
NA,NA,NA,"resident","Suitable","sp3204"
2.1,NA,NA,"resident","Suitable","sp3205"
NA,NA,NA,"resident","Suitable","sp3205"
1.6,NA,NA,"resident","Suitable","sp3206"
2.1,NA,NA,"resident","Suitable","sp3207"
NA,NA,NA,"resident","Suitable","sp3207"
1.6,NA,NA,"resident","Suitable","sp3208"
2.1,NA,NA,"resident","Suitable","sp3208"
4.7,NA,NA,"resident","Suitable","sp3208"
NA,NA,NA,"resident","Suitable","sp3208"
NA,NA,NA,"resident","Suitable","sp3208"
2.1,NA,NA,"resident","Suitable","sp3209"
4.7,NA,NA,"resident","Suitable","sp3209"
NA,NA,NA,"resident","Suitable","sp3209"
2.1,NA,NA,"resident","Suitable","sp3210"
NA,NA,NA,"resident","Suitable","sp3210"
1.6,NA,NA,"resident","Suitable","sp3211"
1.6,NA,NA,"resident","Suitable","sp3212"
NA,NA,NA,"resident","Suitable","sp3212"
NA,NA,NA,"resident","Suitable","sp3212"
NA,NA,NA,"resident","Suitable","sp3212"
1.5,NA,NA,"resident","Suitable","sp3213"
2.1,NA,NA,"resident","Suitable","sp3213"
1.6,NA,NA,"resident","Suitable","sp3214"
NA,NA,NA,"resident","Suitable","sp3214"
1.6,NA,NA,"resident","Suitable","sp3215"
2.1,NA,NA,"resident","Suitable","sp3215"
NA,NA,NA,"resident","Suitable","sp3215"
1.6,NA,NA,"resident","Suitable","sp3216"
2.1,NA,NA,"resident","Suitable","sp3216"
NA,NA,NA,"resident","Suitable","sp3216"
NA,NA,NA,"resident","Suitable","sp3216"
1.6,NA,NA,"resident","Suitable","sp3217"
1.6,NA,NA,"resident","Suitable","sp3218"
2.1,NA,NA,"resident","Suitable","sp3218"
NA,NA,NA,"resident","Suitable","sp3218"
1.6,NA,NA,"resident","Suitable","sp3219"
NA,NA,NA,"resident","Suitable","sp3219"
1.6,NA,NA,"resident","Suitable","sp3220"
2.1,NA,NA,"resident","Suitable","sp3220"
NA,NA,NA,"resident","Suitable","sp3220"
1.6,NA,NA,"resident","Suitable","sp3221"
2.1,NA,NA,"resident","Suitable","sp3221"
NA,NA,NA,"resident","Suitable","sp3221"
NA,NA,NA,"resident","Suitable","sp3221"
1.6,NA,NA,"resident","Suitable","sp3222"
2.1,NA,NA,"resident","Suitable","sp3222"
NA,NA,NA,"resident","Suitable","sp3222"
NA,NA,NA,"resident","Suitable","sp3222"
1.6,NA,NA,"resident","Suitable","sp3223"
1.6,NA,NA,"resident","Suitable","sp3224"
2.1,NA,NA,"resident","Suitable","sp3224"
1.6,NA,NA,"resident","Suitable","sp3225"
2.1,NA,NA,"resident","Suitable","sp3225"
NA,NA,NA,"resident","Suitable","sp3225"
NA,NA,NA,"resident","Suitable","sp3225"
1.6,NA,NA,"resident","Suitable","sp3226"
2.1,NA,NA,"resident","Suitable","sp3226"
NA,NA,NA,"resident","Suitable","sp3226"
NA,NA,NA,"resident","Suitable","sp3226"
1.6,NA,NA,"resident","Suitable","sp3227"
1.5,NA,NA,"resident","Suitable","sp3228"
1.6,NA,NA,"resident","Suitable","sp3228"
2.1,NA,NA,"resident","Suitable","sp3228"
NA,NA,NA,"resident","Suitable","sp3228"
1.6,NA,NA,"resident","Suitable","sp3229"
2.1,NA,NA,"resident","Suitable","sp3229"
3.5,NA,NA,"resident","Suitable","sp3229"
NA,NA,NA,"resident","Suitable","sp3229"
NA,NA,NA,"resident","Suitable","sp3230"
NA,NA,NA,"resident","Suitable","sp3230"
1.6,NA,NA,"resident","Suitable","sp3231"
3.5,NA,NA,"resident","Suitable","sp3231"
NA,NA,NA,"resident","Suitable","sp3231"
1.5,NA,NA,"resident","Suitable","sp3232"
3.5,NA,NA,"resident","Suitable","sp3232"
NA,NA,NA,"resident","Suitable","sp3232"
NA,NA,NA,"resident","Suitable","sp3232"
1.6,NA,NA,"resident","Suitable","sp3233"
3.5,NA,NA,"resident","Suitable","sp3233"
NA,NA,NA,"resident","Suitable","sp3233"
NA,NA,NA,"resident","Suitable","sp3233"
1.6,NA,NA,"resident","Suitable","sp3234"
1.5,NA,NA,"resident","Suitable","sp3235"
1.6,NA,NA,"resident","Suitable","sp3235"
2.1,NA,NA,"resident","Suitable","sp3235"
1.6,NA,NA,"resident","Suitable","sp3236"
1.6,NA,NA,"resident","Suitable","sp3237"
NA,NA,NA,"resident","Suitable","sp3237"
1.6,NA,NA,"resident","Suitable","sp3238"
NA,NA,NA,"resident","Suitable","sp3238"
NA,NA,NA,"resident","Suitable","sp3238"
1.6,NA,NA,"resident","Suitable","sp3239"
NA,NA,NA,"resident","Suitable","sp3239"
1.6,NA,NA,"resident","Suitable","sp3240"
2.1,NA,NA,"resident","Suitable","sp3240"
1.6,NA,NA,"resident","Suitable","sp3241"
NA,NA,NA,"resident","Suitable","sp3241"
1.6,NA,NA,"resident","Suitable","sp3242"
NA,NA,NA,"resident","Suitable","sp3242"
1.6,NA,NA,"resident","Suitable","sp3243"
3.5,NA,NA,"resident","Suitable","sp3243"
NA,NA,NA,"resident","Suitable","sp3243"
1.6,NA,NA,"resident","Suitable","sp3244"
3.5,NA,NA,"resident","Suitable","sp3244"
1.6,NA,NA,"resident","Suitable","sp3245"
3.5,NA,NA,"resident","Suitable","sp3245"
1.6,NA,NA,"resident","Suitable","sp3246"
NA,NA,NA,"resident","Suitable","sp3246"
1.6,NA,NA,"resident","Suitable","sp3247"
3.5,NA,NA,"resident","Suitable","sp3247"
1.6,NA,NA,"resident","Suitable","sp3248"
1.6,NA,NA,"resident","Suitable","sp3249"
2.1,NA,NA,"resident","Suitable","sp3250"
4.7,NA,NA,"resident","Suitable","sp3250"
1.6,NA,NA,"resident","Suitable","sp3251"
NA,NA,NA,"resident","Suitable","sp3251"
1.6,NA,NA,"resident","Suitable","sp3252"
1.6,NA,NA,"resident","Suitable","sp3253"
1.6,NA,NA,"resident","Suitable","sp3254"
3.5,NA,NA,"resident","Suitable","sp3254"
NA,NA,NA,"resident","Suitable","sp3254"
NA,NA,NA,"resident","Suitable","sp3254"
1.5,NA,NA,"resident","Suitable","sp3255"
2.1,NA,NA,"resident","Suitable","sp3255"
1.6,NA,NA,"resident","Suitable","sp3256"
NA,NA,NA,"resident","Suitable","sp3256"
1.6,NA,NA,"resident","Suitable","sp3257"
NA,NA,NA,"resident","Suitable","sp3257"
1.6,NA,NA,"resident","Suitable","sp3258"
3.5,NA,NA,"resident","Suitable","sp3259"
NA,NA,NA,"resident","Suitable","sp3259"
1.6,NA,NA,"resident","Suitable","sp3260"
NA,NA,NA,"resident","Suitable","sp3260"
NA,NA,NA,"resident","Suitable","sp3260"
1.6,NA,NA,"resident","Suitable","sp3261"
1.6,NA,NA,"resident","Suitable","sp3262"
3.5,NA,NA,"resident","Suitable","sp3263"
NA,NA,NA,"resident","Suitable","sp3263"
3.5,NA,NA,"resident","Suitable","sp3264"
NA,NA,NA,"resident","Suitable","sp3265"
NA,NA,NA,"resident","Suitable","sp3265"
3.5,NA,NA,"resident","Suitable","sp3266"
NA,NA,NA,"resident","Suitable","sp3266"
3.5,NA,NA,"resident","Suitable","sp3267"
NA,NA,NA,"resident","Suitable","sp3267"
1.6,NA,NA,"resident","Suitable","sp3268"
NA,NA,NA,"resident","Suitable","sp3269"
NA,NA,NA,"resident","Suitable","sp3269"
1.6,NA,NA,"resident","Suitable","sp3270"
NA,NA,NA,"resident","Suitable","sp3270"
1.6,NA,NA,"resident","Suitable","sp3271"
NA,NA,NA,"resident","Suitable","sp3271"
1.6,NA,NA,"resident","Suitable","sp3272"
1.6,NA,NA,"resident","Suitable","sp3273"
1.6,NA,NA,"resident","Suitable","sp3274"
NA,NA,NA,"resident","Suitable","sp3274"
1.6,NA,NA,"resident","Suitable","sp3275"
1.6,NA,NA,"resident","Suitable","sp3276"
1.6,NA,NA,"resident","Suitable","sp3277"
1.6,NA,NA,"resident","Suitable","sp3278"
2.1,NA,NA,"resident","Suitable","sp3278"
3.5,NA,NA,"resident","Suitable","sp3278"
NA,NA,NA,"resident","Suitable","sp3278"
NA,NA,NA,"resident","Suitable","sp3278"
NA,NA,NA,"resident","Suitable","sp3278"
1.6,NA,NA,"resident","Suitable","sp3279"
2.1,NA,NA,"resident","Suitable","sp3279"
NA,NA,NA,"resident","Suitable","sp3279"
1.6,NA,NA,"resident","Suitable","sp3280"
3.5,NA,NA,"resident","Suitable","sp3281"
NA,NA,NA,"resident","Suitable","sp3281"
3.5,NA,NA,"resident","Suitable","sp3282"
NA,NA,NA,"resident","Suitable","sp3282"
1.6,NA,NA,"resident","Suitable","sp3283"
1.6,NA,NA,"resident","Suitable","sp3284"
1.6,NA,NA,"resident","Suitable","sp3285"
NA,NA,NA,"resident","Suitable","sp3285"
1.6,NA,NA,"resident","Suitable","sp3286"
1.6,NA,NA,"resident","Suitable","sp3287"
2.1,NA,NA,"resident","Suitable","sp3287"
4.7,NA,NA,"resident","Suitable","sp3287"
NA,NA,NA,"resident","Suitable","sp3287"
NA,NA,NA,"resident","Suitable","sp3287"
1.6,NA,NA,"resident","Suitable","sp3288"
NA,NA,NA,"resident","Suitable","sp3288"
1.6,NA,NA,"resident","Suitable","sp3289"
1.6,NA,NA,"resident","Suitable","sp3290"
1.6,NA,NA,"resident","Suitable","sp3291"
1.6,NA,NA,"resident","Suitable","sp3292"
2.1,NA,NA,"resident","Suitable","sp3292"
3.5,NA,NA,"resident","Suitable","sp3292"
NA,NA,NA,"resident","Suitable","sp3292"
1.6,NA,NA,"resident","Suitable","sp3293"
1.6,NA,NA,"resident","Suitable","sp3294"
2.1,NA,NA,"resident","Suitable","sp3294"
NA,NA,NA,"resident","Suitable","sp3294"
NA,NA,NA,"resident","Suitable","sp3294"
NA,NA,NA,"resident","Suitable","sp3294"
1.6,NA,NA,"resident","Suitable","sp3295"
1.6,NA,NA,"resident","Suitable","sp3296"
NA,NA,NA,"resident","Suitable","sp3296"
3.5,NA,NA,"resident","Suitable","sp3297"
NA,NA,NA,"resident","Suitable","sp3297"
1.6,NA,NA,"resident","Suitable","sp3298"
2.1,NA,NA,"resident","Suitable","sp3298"
NA,NA,NA,"resident","Suitable","sp3298"
NA,NA,NA,"resident","Suitable","sp3298"
1.6,NA,NA,"resident","Suitable","sp3299"
1.6,NA,NA,"resident","Suitable","sp3300"
3.5,NA,NA,"resident","Suitable","sp3300"
NA,NA,NA,"resident","Suitable","sp3300"
1.6,NA,NA,"resident","Suitable","sp3301"
1.6,NA,NA,"resident","Suitable","sp3302"
NA,NA,NA,"resident","Suitable","sp3302"
NA,NA,NA,"resident","Suitable","sp3302"
NA,NA,NA,"resident","Suitable","sp3302"
1.5,NA,NA,"resident","Suitable","sp3303"
NA,NA,NA,"resident","Suitable","sp3303"
1.5,NA,NA,"resident","Suitable","sp3304"
NA,NA,NA,"resident","Suitable","sp3304"
2.1,NA,NA,"resident","Suitable","sp3305"
1.6,NA,NA,"resident","Suitable","sp3306"
2.1,NA,NA,"resident","Suitable","sp3306"
NA,NA,NA,"resident","Suitable","sp3306"
NA,NA,NA,"resident","Suitable","sp3306"
1.6,NA,NA,"resident","Suitable","sp3307"
1.6,NA,NA,"resident","Suitable","sp3308"
NA,NA,NA,"resident","Suitable","sp3308"
1.6,NA,NA,"resident","Suitable","sp3309"
1.5,NA,NA,"resident","Suitable","sp3310"
1.6,NA,NA,"resident","Suitable","sp3310"
2.1,NA,NA,"resident","Suitable","sp3310"
3.5,NA,NA,"resident","Suitable","sp3310"
4.7,NA,NA,"resident","Suitable","sp3310"
NA,NA,NA,"resident","Suitable","sp3310"
1.6,NA,NA,"resident","Suitable","sp3311"
1.5,NA,NA,"resident","Suitable","sp3312"
1.6,NA,NA,"resident","Suitable","sp3312"
3.5,NA,NA,"resident","Suitable","sp3312"
NA,NA,NA,"resident","Suitable","sp3312"
NA,NA,NA,"resident","Suitable","sp3312"
NA,NA,NA,"resident","Suitable","sp3312"
1.6,NA,NA,"resident","Suitable","sp3313"
NA,NA,NA,"resident","Suitable","sp3313"
1.6,NA,NA,"resident","Suitable","sp3314"
3.5,NA,NA,"resident","Suitable","sp3314"
NA,NA,NA,"resident","Suitable","sp3314"
1.6,NA,NA,"resident","Suitable","sp3315"
2.1,NA,NA,"resident","Suitable","sp3315"
NA,NA,NA,"resident","Suitable","sp3315"
NA,NA,NA,"resident","Suitable","sp3315"
1.6,NA,NA,"resident","Suitable","sp3316"
2.1,NA,NA,"resident","Suitable","sp3316"
3.5,NA,NA,"resident","Suitable","sp3316"
NA,NA,NA,"resident","Suitable","sp3316"
NA,NA,NA,"resident","Suitable","sp3316"
1.6,NA,NA,"resident","Suitable","sp3317"
3.5,NA,NA,"resident","Suitable","sp3317"
NA,NA,NA,"resident","Suitable","sp3317"
NA,NA,NA,"resident","Suitable","sp3317"
1.6,NA,NA,"resident","Suitable","sp3318"
1.6,NA,NA,"resident","Suitable","sp3319"
2.1,NA,NA,"resident","Suitable","sp3319"
NA,NA,NA,"resident","Suitable","sp3319"
4.7,NA,NA,"resident","Suitable","sp3320"
1.5,NA,NA,"resident","Suitable","sp3321"
1.6,NA,NA,"resident","Suitable","sp3321"
NA,NA,NA,"resident","Suitable","sp3321"
1.6,NA,NA,"resident","Suitable","sp3322"
1.6,NA,NA,"resident","Suitable","sp3323"
1.6,NA,NA,"resident","Suitable","sp3324"
1.6,NA,NA,"resident","Suitable","sp3325"
1.6,NA,NA,"resident","Suitable","sp3326"
1.6,NA,NA,"resident","Suitable","sp3327"
3.5,NA,NA,"resident","Suitable","sp3327"
NA,NA,NA,"resident","Suitable","sp3327"
1.6,NA,NA,"resident","Suitable","sp3328"
2.1,NA,NA,"resident","Suitable","sp3328"
4.7,NA,NA,"resident","Suitable","sp3328"
NA,NA,NA,"resident","Suitable","sp3328"
4.7,NA,NA,"resident","Suitable","sp3329"
1.6,NA,NA,"resident","Suitable","sp3330"
NA,NA,NA,"resident","Suitable","sp3330"
1.6,NA,NA,"resident","Suitable","sp3331"
1.6,NA,NA,"resident","Suitable","sp3332"
3.5,NA,NA,"resident","Suitable","sp3332"
NA,NA,NA,"resident","Suitable","sp3332"
NA,NA,NA,"resident","Suitable","sp3332"
2.1,NA,NA,"resident","Suitable","sp3333"
3.5,NA,NA,"resident","Suitable","sp3333"
3.5,NA,NA,"resident","Suitable","sp3334"
1.6,NA,NA,"resident","Suitable","sp3335"
NA,NA,NA,"resident","Suitable","sp3335"
NA,NA,NA,"resident","Suitable","sp3335"
NA,NA,NA,"resident","Suitable","sp3335"
1.6,NA,NA,"resident","Suitable","sp3336"
1.6,NA,NA,"resident","Suitable","sp3337"
1.6,NA,NA,"resident","Suitable","sp3338"
1.6,NA,NA,"resident","Suitable","sp3339"
1.6,NA,NA,"resident","Suitable","sp3340"
1.6,NA,NA,"resident","Suitable","sp3341"
1.6,NA,NA,"resident","Suitable","sp3342"
3.5,NA,NA,"resident","Suitable","sp3342"
1.6,NA,NA,"resident","Suitable","sp3343"
2.1,NA,NA,"resident","Suitable","sp3343"
1.6,NA,NA,"resident","Suitable","sp3344"
1.6,NA,NA,"resident","Suitable","sp3345"
NA,NA,NA,"resident","Suitable","sp3345"
1.6,NA,NA,"resident","Suitable","sp3346"
1.6,NA,NA,"resident","Suitable","sp3347"
NA,NA,NA,"resident","Suitable","sp3347"
NA,NA,NA,"resident","Suitable","sp3347"
1.6,NA,NA,"resident","Suitable","sp3348"
2.1,NA,NA,"resident","Suitable","sp3348"
NA,NA,NA,"resident","Suitable","sp3348"
1.6,NA,NA,"resident","Suitable","sp3349"
2.1,NA,NA,"resident","Suitable","sp3349"
3.5,NA,NA,"resident","Suitable","sp3349"
4.7,NA,NA,"resident","Suitable","sp3349"
NA,NA,NA,"resident","Suitable","sp3349"
3.5,NA,NA,"resident","Suitable","sp3350"
NA,NA,NA,"resident","Suitable","sp3350"
NA,NA,NA,"resident","Suitable","sp3350"
1.6,NA,NA,"resident","Suitable","sp3351"
2.1,NA,NA,"resident","Suitable","sp3351"
NA,NA,NA,"resident","Suitable","sp3351"
1.6,NA,NA,"resident","Suitable","sp3352"
1.6,NA,NA,"resident","Suitable","sp3353"
NA,NA,NA,"resident","Suitable","sp3353"
2.1,NA,NA,"resident","Suitable","sp3354"
4.7,NA,NA,"resident","Suitable","sp3354"
1.6,NA,NA,"resident","Suitable","sp3355"
1.6,NA,NA,"resident","Suitable","sp3356"
1.5,NA,NA,"resident","Suitable","sp3357"
2.1,NA,NA,"resident","Suitable","sp3357"
4.7,NA,NA,"resident","Suitable","sp3357"
1.6,NA,NA,"resident","Suitable","sp3358"
NA,NA,NA,"resident","Suitable","sp3358"
1.6,NA,NA,"resident","Suitable","sp3359"
3.5,NA,NA,"resident","Suitable","sp3360"
NA,NA,NA,"resident","Suitable","sp3360"
1.6,NA,NA,"resident","Suitable","sp3361"
2.1,NA,NA,"resident","Suitable","sp3361"
4.7,NA,NA,"resident","Suitable","sp3361"
1.6,NA,NA,"resident","Suitable","sp3362"
NA,NA,NA,"resident","Suitable","sp3362"
NA,NA,NA,"resident","Suitable","sp3362"
1.6,NA,NA,"resident","Suitable","sp3363"
NA,NA,NA,"resident","Suitable","sp3363"
1.6,NA,NA,"resident","Suitable","sp3364"
2.1,NA,NA,"resident","Suitable","sp3364"
3.5,NA,NA,"resident","Suitable","sp3364"
NA,NA,NA,"resident","Suitable","sp3364"
NA,NA,NA,"resident","Suitable","sp3364"
1.6,NA,NA,"resident","Suitable","sp3365"
2.1,NA,NA,"resident","Suitable","sp3365"
4.7,NA,NA,"resident","Suitable","sp3365"
1.6,NA,NA,"resident","Suitable","sp3366"
3.5,NA,NA,"resident","Suitable","sp3367"
1.6,NA,NA,"resident","Suitable","sp3368"
1.6,NA,NA,"resident","Suitable","sp3369"
4.7,NA,NA,"resident","Suitable","sp3370"
1.6,NA,NA,"resident","Suitable","sp3371"
NA,NA,NA,"resident","Suitable","sp3371"
1.6,NA,NA,"resident","Suitable","sp3372"
4.7,NA,NA,"resident","Suitable","sp3373"
NA,NA,NA,"resident","Suitable","sp3373"
1.6,NA,NA,"resident","Suitable","sp3374"
1.6,NA,NA,"resident","Suitable","sp3375"
NA,NA,NA,"resident","Suitable","sp3375"
1.6,NA,NA,"resident","Suitable","sp3376"
1.5,NA,NA,"resident","Suitable","sp3377"
1.6,NA,NA,"resident","Suitable","sp3377"
2.1,NA,NA,"resident","Suitable","sp3377"
1.6,NA,NA,"resident","Suitable","sp3378"
2.1,NA,NA,"resident","Suitable","sp3378"
1.6,NA,NA,"resident","Suitable","sp3379"
3.5,NA,NA,"resident","Suitable","sp3379"
NA,NA,NA,"resident","Suitable","sp3379"
NA,NA,NA,"resident","Suitable","sp3379"
1.6,NA,NA,"resident","Suitable","sp3380"
1.5,NA,NA,"resident","Suitable","sp3381"
2.1,NA,NA,"resident","Suitable","sp3381"
4.7,NA,NA,"resident","Suitable","sp3381"
NA,NA,NA,"resident","Suitable","sp3381"
1.6,NA,NA,"resident","Suitable","sp3382"
3.5,NA,NA,"resident","Suitable","sp3383"
2.1,NA,NA,"resident","Suitable","sp3384"
4.7,NA,NA,"resident","Suitable","sp3384"
NA,NA,NA,"resident","Suitable","sp3384"
1.6,NA,NA,"resident","Suitable","sp3385"
4.7,NA,NA,"resident","Suitable","sp3386"
1.6,NA,NA,"resident","Suitable","sp3387"
2.1,NA,NA,"resident","Suitable","sp3387"
1.6,NA,NA,"resident","Suitable","sp3388"
2.1,NA,NA,"resident","Suitable","sp3388"
NA,NA,NA,"resident","Suitable","sp3388"
1.6,NA,NA,"resident","Suitable","sp3389"
1.6,NA,NA,"resident","Suitable","sp3390"
NA,NA,NA,"resident","Suitable","sp3390"
1.6,NA,NA,"resident","Suitable","sp3391"
2.1,NA,NA,"resident","Suitable","sp3391"
2.1,NA,NA,"resident","Suitable","sp3392"
4.7,NA,NA,"resident","Suitable","sp3392"
NA,NA,NA,"resident","Suitable","sp3392"
1.6,NA,NA,"resident","Suitable","sp3393"
1.6,NA,NA,"resident","Suitable","sp3394"
1.6,NA,NA,"resident","Suitable","sp3395"
1.6,NA,NA,"resident","Suitable","sp3396"
1.6,NA,NA,"resident","Suitable","sp3397"
3.5,NA,NA,"resident","Suitable","sp3398"
4.7,NA,NA,"resident","Suitable","sp3398"
NA,NA,NA,"resident","Suitable","sp3398"
NA,NA,NA,"resident","Suitable","sp3398"
1.6,NA,NA,"resident","Suitable","sp3399"
NA,NA,NA,"resident","Suitable","sp3400"
NA,NA,NA,"resident","Suitable","sp3400"
1.6,NA,NA,"resident","Suitable","sp3401"
1.6,NA,NA,"resident","Suitable","sp3402"
3.5,NA,NA,"resident","Suitable","sp3402"
NA,NA,NA,"resident","Suitable","sp3402"
2.1,NA,NA,"resident","Suitable","sp3403"
NA,NA,NA,"resident","Suitable","sp3403"
1.6,NA,NA,"resident","Suitable","sp3404"
NA,NA,NA,"resident","Suitable","sp3404"
1.6,NA,NA,"resident","Suitable","sp3405"
3.5,NA,NA,"resident","Suitable","sp3405"
NA,NA,NA,"resident","Suitable","sp3405"
1.6,NA,NA,"resident","Suitable","sp3406"
NA,NA,NA,"resident","Suitable","sp3406"
1.6,NA,NA,"resident","Suitable","sp3407"
3.5,NA,NA,"resident","Suitable","sp3408"
NA,NA,NA,"resident","Suitable","sp3408"
1.6,NA,NA,"resident","Suitable","sp3409"
1.6,NA,NA,"resident","Suitable","sp3410"
1.6,NA,NA,"resident","Suitable","sp3411"
1.6,NA,NA,"resident","Suitable","sp3412"
1.6,NA,NA,"resident","Suitable","sp3413"
2.1,NA,NA,"resident","Suitable","sp3414"
NA,NA,NA,"resident","Suitable","sp3414"
1.6,NA,NA,"resident","Suitable","sp3415"
1.6,NA,NA,"resident","Suitable","sp3416"
3.5,NA,NA,"resident","Suitable","sp3417"
1.6,NA,NA,"resident","Suitable","sp3418"
1.6,NA,NA,"resident","Suitable","sp3419"
2.1,NA,NA,"resident","Suitable","sp3419"
1.6,NA,NA,"resident","Suitable","sp3420"
1.6,NA,NA,"resident","Suitable","sp3421"
2.1,NA,NA,"resident","Suitable","sp3421"
1.6,NA,NA,"resident","Suitable","sp3422"
3.5,NA,NA,"resident","Suitable","sp3423"
3.5,NA,NA,"resident","Suitable","sp3424"
3.5,NA,NA,"resident","Suitable","sp3425"
NA,NA,NA,"resident","Suitable","sp3425"
3.5,NA,NA,"resident","Suitable","sp3426"
2.1,NA,NA,"resident","Suitable","sp3427"
1.5,NA,NA,"resident","Suitable","sp3428"
1.6,NA,NA,"resident","Suitable","sp3429"
2.1,NA,NA,"resident","Suitable","sp3430"
2.1,NA,NA,"resident","Suitable","sp3431"
3.5,NA,NA,"resident","Suitable","sp3432"
1.6,NA,NA,"resident","Suitable","sp3433"
1.6,NA,NA,"resident","Suitable","sp3434"
2.1,NA,NA,"resident","Suitable","sp3434"
1.6,NA,NA,"resident","Suitable","sp3435"
3.5,NA,NA,"resident","Suitable","sp3436"
NA,NA,NA,"resident","Suitable","sp3436"
1.6,NA,NA,"resident","Suitable","sp3437"
NA,NA,NA,"resident","Suitable","sp3437"
1.6,NA,NA,"resident","Suitable","sp3438"
2.1,NA,NA,"resident","Suitable","sp3438"
1.6,NA,NA,"resident","Suitable","sp3439"
NA,NA,NA,"resident","Suitable","sp3439"
1.6,NA,NA,"resident","Suitable","sp3440"
1.6,NA,NA,"resident","Suitable","sp3441"
1.6,NA,NA,"resident","Suitable","sp3442"
1.6,NA,NA,"resident","Suitable","sp3443"
2.1,NA,NA,"resident","Suitable","sp3444"
2.1,NA,NA,"resident","Suitable","sp3445"
1.6,NA,NA,"resident","Suitable","sp3446"
3.5,NA,NA,"resident","Suitable","sp3447"
4.7,NA,NA,"resident","Suitable","sp3447"
NA,NA,NA,"resident","Suitable","sp3447"
1.6,NA,NA,"resident","Suitable","sp3448"
1.6,NA,NA,"resident","Suitable","sp3449"
1.6,NA,NA,"resident","Suitable","sp3450"
NA,NA,NA,"resident","Suitable","sp3451"
NA,NA,NA,"resident","Suitable","sp3451"
1.6,NA,NA,"resident","Suitable","sp3452"
1.6,NA,NA,"resident","Suitable","sp3453"
2.1,NA,NA,"resident","Suitable","sp3453"
1.6,NA,NA,"resident","Suitable","sp3454"
1.5,NA,NA,"resident","Suitable","sp3455"
1.6,NA,NA,"resident","Suitable","sp3455"
2.1,NA,NA,"resident","Suitable","sp3455"
3.5,NA,NA,"resident","Suitable","sp3455"
4.7,NA,NA,"resident","Suitable","sp3455"
NA,NA,NA,"resident","Suitable","sp3455"
NA,NA,NA,"resident","Suitable","sp3455"
1.6,NA,NA,"resident","Suitable","sp3456"
1.6,NA,NA,"resident","Suitable","sp3457"
1.6,NA,NA,"resident","Suitable","sp3458"
1.5,NA,NA,"resident","Suitable","sp3459"
1.6,NA,NA,"resident","Suitable","sp3460"
3.5,NA,NA,"resident","Suitable","sp3460"
NA,NA,NA,"resident","Suitable","sp3460"
NA,NA,NA,"resident","Suitable","sp3461"
NA,NA,NA,"resident","Suitable","sp3461"
3.5,NA,NA,"resident","Suitable","sp3462"
NA,NA,NA,"resident","Suitable","sp3462"
NA,NA,NA,"resident","Suitable","sp3462"
NA,NA,NA,"resident","Suitable","sp3462"
NA,NA,NA,"resident","Suitable","sp3462"
3.5,NA,NA,"resident","Suitable","sp3463"
1.6,NA,NA,"resident","Suitable","sp3464"
NA,NA,NA,"resident","Suitable","sp3464"
NA,NA,NA,"resident","Suitable","sp3464"
NA,NA,NA,"resident","Suitable","sp3464"
1.6,NA,NA,"resident","Suitable","sp3465"
1.6,NA,NA,"resident","Suitable","sp3466"
1.6,NA,NA,"resident","Suitable","sp3467"
3.5,NA,NA,"resident","Suitable","sp3468"
3.5,NA,NA,"resident","Suitable","sp3469"
NA,NA,NA,"resident","Suitable","sp3469"
1.6,NA,NA,"resident","Suitable","sp3470"
1.6,NA,NA,"resident","Suitable","sp3471"
3.5,NA,NA,"resident","Suitable","sp3471"
NA,NA,NA,"resident","Suitable","sp3471"
NA,NA,NA,"resident","Suitable","sp3471"
1.6,NA,NA,"resident","Suitable","sp3472"
1.6,NA,NA,"resident","Suitable","sp3473"
NA,NA,NA,"resident","Suitable","sp3473"
NA,NA,NA,"resident","Suitable","sp3473"
