"Redlist_id","TaxonomicNotes.value","classname","family","genus","infraType","infra_authority","infra_name","internal_taxon_id","kingdom","ordername","phylum","species","taxonomicAuthority"
151217786,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: (Tul.) A.C.Sm. 1939. Trop. Woods,58: 31.|Tulasne 1849. Ann. Sci. Nat. Paris,3(2): 163. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvore 5–25 m alt., estípula linear-subulada 0,15–1,2 cm compr., pecíolo 0,1–1,4 cm compr. Folhas verticiladas, lâmina foliar glabra, 10–15 cm compr., cartácea a subcoriácea, elíptico-obovada, margem ondulada, serreada-crenada, 8–14 pares de nervuras secundárias, prolongadas em espinho curto 0–2 mm compr. Inflorescência terminal. Flores estaminadas: sépalas 4, desiguais, as externas 4–5 mm compr., as internas 8–9 mm compr.; pétalas 8, 8–9 mm compr.; estames 80–170. Flores pistiladas: sépalas 4, desiguais, as externas 4–5 mm de compr., as internas 8–9 mm de compr.; pétalas 8, 8–9 mm de compr.; estiletes 8–10. Baga elipsoide, subglobosa, 3–6 cm diâmetro, ápice arredondado.","Magnoliopsida","Quiinaceae","Lacunaria",NA,NA,NA,"sp2318","Plantae","Malpighiales","Tracheophyta","crenata","(Tul.) A.C.Sm."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Hayne, F.G. 1846. Getreue Darstell. Gew.,14: t. 15. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Rubiaceae","Ladenbergia",NA,NA,NA,"sp2319","Plantae","Gentianales","Tracheophyta","hexandra","(Pohl) Klotzsch"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: Syst. Nat. (ed. 10) 2: 1074, 1759. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Salicaceae","Laetia",NA,NA,NA,"sp2320","Plantae","Malpighiales","Tracheophyta","americana","L."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Koehne, E Fl. bras.,13(2): 347 pr. 67,13(2.|Koehne, E 1877. Fl. bras.,13(2): 347 pr. 67. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lythraceae","Lafoensia",NA,NA,NA,"sp2321","Plantae","Myrtales","Tracheophyta","glyptocarpa","Koehne"
35582,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Saint-Hilaire, A. 1833. Flora Bras. Merid.,3: 159-160. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lythraceae","Lafoensia",NA,NA,NA,"sp2322","Plantae","Myrtales","Tracheophyta","pacari","A.St.-Hil."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Chamisso, A. & Schlechtendal, D.F.L. 1827. Linnaea,2: 346. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).","Magnoliopsida","Lythraceae","Lafoensia",NA,NA,NA,"sp2323","Plantae","Myrtales","Tracheophyta","vandelliana","Cham. & Schltdl."
178798,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Marquete, N.F. da S.; Valente, M. da C. 1997. Albertoa,4(supl. 1): 13-51.|Linsingen, L. ; Cervi, A.C.; Guimarães 2009. Acta Bot. Brasil.,23(3): 738-750. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores ou arbustos, eretos, com raízes adventícias e freqüentemente pneumatóforos; ramos cilíndricos, cinéreos a enegrecidos na maturidade. Folhas opostas, longo-pecioladas; 2 glândulas na porção distal. Domácias ausentes. Inflorescência em espigas ou racemos de espigas, axilares ou terminais. Brácteas diminutas presentes, caducas. Flores actinomorfas, bissexuais ou unissexuais, pentâmeras, sésseis; hipanto dividido em duas porções, uma inferior campanulada, com duas bractéolas adnatas à porção distal e superior cupuliforme; lobos do cálice 5, triangulares; pétalas 5, orbiculares. Estames 10, inclusos, em um único verticilo, anteras versáteis, estilete livre, glabro; estigma capitado. Disco nectarífero 5-glanduloso, carnoso, viloso à altura da inserção dos filetes. Fruto nucóide, obovado, estriado, lobos do cálice persistentes; pedicelo frutífero inconspícuo.","Magnoliopsida","Combretaceae","Laguncularia",NA,NA,NA,"sp2324","Plantae","Myrtales","Tracheophyta","racemosa","(L.) C.F.Gaertn."
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: J. Wash. Acad. Sci. 48(9): 203, 1958. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbusto, ramos lenticelados. Folha trifoliolada, cartácea, discolor, pecíolo 1 - 1,8 cm compr., piloso, face adaxial glabra, face abaxial pubérula, nervura proeminente. Inflorescência ca. 6,5 cm compr., eixo seríceo-tomentoso; flores pediceladas, sépalas ca. 5 mm compr., ápice agudo, externamente seríceas, estames&nbsp; ca. 5 mm compr., filetes pilosos,&nbsp;ovário ca. 3 mm compr., ovoide, piloso.&nbsp;.","Magnoliopsida","Cunoniaceae","Lamanonia",NA,NA,NA,"sp2325","Plantae","Oxalidales","Tracheophyta","chabertii","(Pamp.) L.B.Sm."
144302424,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Zickel & Leitão Filho 1993. Rev. bras. bot.,73-91. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores ou arbustos, geralmente hidrófitos, ramos pubérulos, lenticelados. Folhas 3-4-5-folioladas, cartáceas, margem serreada, inteira próximo a base, pecíolo 0,5 - 3 cm compr.; estípulas caducas ou persistentes. Inflorescência 5 - 15&nbsp; cm compr., eixo tomentoso; flores pediceladas, sépalas 4 - 8 mm compr., tomentosas; estames glabros; ovário velutino. Fruto 0,8 - 1 cm compr., oval a oboval, seríceo-tomentoso, sementes elípticas-oblongas, superfície reticulada.&nbsp;.","Magnoliopsida","Cunoniaceae","Lamanonia",NA,NA,NA,"sp2326","Plantae","Oxalidales","Tracheophyta","cuneata","(Cambess.) Kuntze"
NA,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: , . O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos a árvores. Folhas (5-folioladas),&nbsp; opostas; pecíolos glabros; raque ausente; folíolos elípticos ou oblongo-obovais , cartáceos a coriáceos, face adaxial glabra ou pubérula, face abaxial lustrosa e glabra, ápice agudo ou acuminado, base arredondada, margem serreada. Estípulas persistentes, cordadas. Pseudoracemos axilares, mais longos que as folhas. Eixo da inflorescência tomentoso; flores com pétalas decíduas, sépalas lanceoladas, ovário velutino, estames numerosos, filetes glabros. Cápsula septicida oblonga, 1,4-1,5 cm compr., velutina, valvas-2, estiletes não-persistentes, sementes oblongo-elípticas.","Magnoliopsida","Cunoniaceae","Lamanonia",NA,NA,NA,"sp2327","Plantae","Oxalidales","Tracheophyta","speciosa","(Cambess.) L. B. Sm."
149203686,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Zickel & Leitão Filho 1993. Rev. bras. bot.,73-91. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos a árvores. Folhas (3-folioladas, também 4-5-folioladas),&nbsp; , cartáceos a coriáceos, concolores a levemente discolores, face adaxial glabra ou pubérula, face abaxial lustrosa e glabra, ápice agudo ou acuminado, base atenuada, margem serreada. Pseudoracemos axilares, mais longos que as folhas. Eixo da inflorescência tomentoso; flores com pétalas decíduas, sépalas lanceoladas, ovário seríceo-velutino, estames numerosos, filetes glabros. Cápsula septicida oblonga, 0,95-1,35 cm compr., seríceo-velutina, valvas-2, estiletes não-persistentes, sementes oblongo-elípticas.","Magnoliopsida","Cunoniaceae","Lamanonia",NA,NA,NA,"sp2328","Plantae","Oxalidales","Tracheophyta","ternata","Vell."
180254043,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Engler, A. 1928. Die natürlichen P<U+FB02>anzenfamilien,18a/229-262. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arvoretas a árvores. Folhas (3-folioladas) o postas; pecíolos pubescentes; raque ausente; folíolos elípticos ou ovais, coriáceos, fortemente discolores, face adaxial glabra e lustrosa, face abaxial opaca, densamente tomentosa, com indumento de coloração dourada, nervuras proeminentes, nervura principal tomentosa , ápice agudo-acuminado base cuneada a atenuada margem serreada. Pseudoracemos axilares, mais longos que as folhas. Eixo da inflorescência tomentoso; flores com pétalas decíduas, sépalas lanceoladas, ovário densamente viloso, estames numerosos, filetes glabros. Cápsula septcida oblonga, 1,12-1,4 cm compr., pubescente, valvas-2, estiletes não-persistentes, sementes oblongo-elípticas.","Magnoliopsida","Cunoniaceae","Lamanonia",NA,NA,NA,"sp2329","Plantae","Oxalidales","Tracheophyta","ulei","(Engl.) L.B.Sm."
NA,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Swartz, O. 1788. Prodr.,: 92. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos, 1-2m alt., ramificado, ramos patentes, raro decumbentes, ramos, pecíolos,pedúnculos hirsutos, tricomas simples, brancos, base lignificada quando velhos. Folhasdecussadas, cartácea; pecíolos 0,2-1,0 cm compr.; lâminas 2-6 x 1,5-3,5 cm, ovais a elípticas,ápices agudos a acuminados, margens serreadas, bases decurrentes, discolores, faces adaxiaishirsutas, tricomas simples, brancos, quando jovens, estrigosas a glabescentes, com base dostricomas lignificada, branca, escabra, faces abaxiais hirsutas, tricomas simples, brancos;nervuras proeminente na face abaxial, buladas. Inflorescências 1-2, 3-8 cm compr.;pedúnculos 2-6 cm compr., persistentes após frutificação; raques 7-12 mm compr., alongadasna frutificação 1,5-3,5 cm; brácteas desiguais, externas 7-8 x 4-6 mm, obovais, ápicesobtusos, hirtelas, tricomas simples, internas 6-7 x 2-3 mm, ovais, ápices acuminados, hirtelas,tricomas simples, persistentes nos frutos. Cálice ca. 1,5 mm, tubular, 4-lobulado, tomentoso,acrescente no fruto; corola branca, tubo ca. 6 mm compr., puberulento. Frutos madurosvináceos, mesocarpo conspícuo, fenda tênue.","Magnoliopsida","Verbenaceae","Lantana",NA,NA,NA,"sp2330","Plantae","Lamiales","Tracheophyta","radula","Sw."
62078309,"De acordo com Tropicos (www.tropicos.org), esta espécie foi descrita em: J. Arnold Arbor. 28(4): 437–438, 1947. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Árvores ou arbustos 1,2-30 m alt., ramos glabros a seríceos. Folhas espiraladas, frequentemente congestas no ápice dos ramos, coriáceas a subcoriáceas, subsésseis; pecíolo 1-8 mm compr.; lâmina foliar simétrica ou assimétrica, 3-18 cm compr., 1-5,5 cm larg., estreitamente elíptica, oboval a oblanceolada, ápice obtuso a agudo, ocasionalmente emarginado, frequentemente com tufo de tricomas, base atenuada, levemente revoluta a revoluta, margem inteira ou com 1/3 a 2/3 superiores denteada ou serrilhada, levemente revoluta ou não, face adaxial glabra, glabrescente ou pubescente, face abaxial glabra, glabrescente, pubescente ou tomentosa, nervura principal impressa na face adaxial e saliente na face abaxial, nervuras secundárias frequentemente obscuras em ambas as faces. Flores 2,5-8 cm diâm., odoríferas; pedicelo 5-10 mm, pubescente; bractéolas 2, sepaloides, suborbiculares, pubescentes a seríceas, cedo caducas, 3-7 mm compr., 4-7 mm larg.; sépalas 5, pubescentes a seríceas, suborbiculares, côncavas, caducas, 7-12 mm compr., 8-15 mm larg., ápice arredondado, base arredondada a truncada; pétalas 5-numerosas, alvas, membranáceas, obovadas, 1,5-3 cm compr., 1-2 cm larg., ápice arredondado, retuso ou emarginado, base truncada, face adaxial glabra, face abaxial serícea; estames ca. 120, seriados, amarelados a creme, adnados à base das pétalas, 5-12 mm compr., anteras estreitamente elípticas, 1-2 mm compr.; ovário globoso, seríceo, 5(6) locular, 3-6 mm compr., lóculos pauciovulados, estiletes 5, glabros, 2,5-5 mm compr., estigma lobado. Cápsula marrom, 1,7-2,5 cm compr., 1-1,6 cm larg., glabrescente a serícea.","Magnoliopsida","Theaceae","Laplacea",NA,NA,NA,"sp2331","Plantae","Ericales","Tracheophyta","fruticosa","(Schrad.) Kobuski"
177804364,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Naudin, C.V. 1844. Ann. Sci. Nat. Bot., Sér. 3,2: 149. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Entrenós 3-10mm de comprimento. Lâmina foliar (20-)30-45x(8-)10-15mm. Tricomas foliares eretos 0,5-1mm de comprimento. Pedicelo das flores 3mm de comprimento. Pecíolo das brácteas 1-3mm, lâmina 20-25x15mm. Hipanto na antese 10-12mm de comprimento, 4mm largura na base e ca. 7mm de largura abaixo do cálice. Tubo do cálice 2-3mm de comprimento, lóbuolo do cálice na antese ca. 3mm de comprimento, 2-3mm de largura basalmente entre os seios e 1-1,5mm de largura distal; tricoma 1mm da glândula. Pétalas 20-23x10-12mm. Filamentos dos estames grandes antissépalos 11m de comprimento, tecas 6x1mm, rostro 0,5-1mm. Pedoconectivos 8-9mm, apêndice 2,5-3mm. Filamentos dos estames pequenos antissépalos 7-8mm de comprimento, tecas x1,2mm, rostro 0,5mm. Pedoconectivos 3-4mm, apêndice ca. 1mm.&nbsp;Ovário 13-15mm. Hipanto frutífero 15x4-5mm. Cápsula madura 8-12mm. Sementes&nbsp;0,71–1,15x0,37–0,50mm.","Magnoliopsida","Melastomataceae","Lavoisiera",NA,NA,NA,"sp2332","Plantae","Myrtales","Tracheophyta","nervulosa","Naudin"
149203621,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Naudin, C. 1851. Ann. Sci. Nat., Bot., ser. 3,17(5): 371. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Arbustos ou arvoretas 0,7-5 m alt.; indumento denso a esparsamente furfuráceo-estrelado, tricomas cedo caducos, face abaxial da lâmina foliar também setulosa nas nervuras acródromas. Folhas isófilas ou anisófilas; pecíolo 0,4-6,2 cm compr.; lâmina 4-21 x 1,5-7,5 cm, membranácea, elíptica ou obovada, base cuneada, aguda ou obtusa, margem inteira, não ciliada, ápice agudo ou acuminado; domácias em tufos de pelos; 3-5 nervuras acródromas 5-40 mm suprabasais, opostas ou alternas. Tirsoides 3,5-19 cm compr., terminais, às vezes tardiamente pseudo-axilares; brácteas e bractéolas persistentes, não involucrais. Flores 5-meras; hipanto 2-2,5 mm compr.; torus setuloso-glanduloso, glabrescente; cálice persistente, lacínias bilobadas, lobos externos 0,2-0,5 mm compr., gibosos dorsalmente; pétalas 2-3,6 mm compr.; anteras 1,3-2,1 mm compr., poro terminal ou terminal-dorsal, conectivo prolongado abaixo das tecas, inapendiculado; ovário parcialmente ínfero, 3-locular, glabro, estilete 4,5-5,8 mm compr., glabro. Bacídios 4,5-12 mm compr., polispérmicos.","Magnoliopsida","Melastomataceae","Leandra",NA,NA,NA,"sp2333","Plantae","Myrtales","Tracheophyta","acutiflora","(Naudin) Cogn."
149203562,"De acordo com a Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br), esta espécie foi descrita em: Candolle, A.P. 1828. Prodr.,3: 153. O nome desta espécie é considerado como correto e aceito por: Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br).
A Flora do Brasil 2020 (http://floradobrasil.jbrj.gov.br) fornece a seguinte descrição para essa espécie: Subarbustos a arvoretas 0,6-3 m alt.; indumento ramos, pecíolos e inflorescências hispídulo-estriguloso. Folhas subisófilas a anisófilas, sésseis ou pecíolo até 0,4 cm compr.; lâmina 8-28 x 2-8 cm, papirácea a cartácea, elíptica, às vezes obovadas, base obtusa, arredondada ou auriculada, geralmente amplexicaule, ápice agudo a acuminado, margem crenulada, ciliolada, face adaxial estrigulosa, face abaxial estrigulosa nas nervuras e setulosa no limbo; 3(5) nervuras acródromas 10-48 mm suprabasais. Tirsoides de glomérulos 5-20 cm compr., terminais, sésseis ou pedunculados; brácteas e bractéolas persistentes, involucrais, margem ciliada, glabras. Flores 6-meras; hipanto 4-5 mm compr., tubuloso a campanulado, híspido a hispídulo, tricomas adpressos; torus glabro; cálice persistente, lobos externos 1-1,5 x 0,5-0,7 mm, lobos.","Magnoliopsida","Melastomataceae","Leandra",NA,NA,NA,"sp2334","Plantae","Myrtales","Tracheophyta","amplexicaulis","DC."
